disk/time/disk_write_time_sys_s,cpu/interrupts/soft_interrupts_count,process/memory/virtual_memory_size_proc_MB,bandwidth/net_recv_sys_bandwidth_Mbits,cpu/load/avg_sys_load_five_min_percent,disk/counter/disk_read_sys_count,02_timing/opt_step_time_s,02_timing/dataload_cuda_move_time_s,process/involuntary_proc_ctx_switches,process/memory/data_resident_set_proc_MB,01_general/dataset_iteration_count,disk/time/disk_read_time_sys_s,cpu/interrupts/ctx_switches_count,memory/total_memory_sys_MB,_step,01_general/lr,02_timing/loss_calc_time_s,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_one_min_percent,cpu/logical_core_count,02_timing/forward_time_s,process/memory/resident_set_size_proc_MB,01_general/locally_processed_samples,bandwidth/disk_write_sys_bandwidth_MBs,memory/used_memory_sys_percent,bandwidth/net_sent_sys_bandwidth_Mbits,process/memory/text_resident_set_proc_MB,process/memory/shared_memory_proc_MB,01_general/minibatch_loss,disk/counter/disk_write_sys_count,process/memory/dirty_pages_proc_count,_timestamp,02_timing/step_time_s,process/memory/lib_memory_proc_MB,disk/time/disk_busy_time_sys_s,cpu/interrupts/interrupts_count,_runtime,memory/available_memory_sys_MB,01_general/step,02_timing/backward_time_s,cpu/load/avg_sys_load_fifteen_min_percent,memory/used_memory_sys_MB,bandwidth/disk_read_sys_bandwidth_MBs,01_general/step_based_sps,02_timing/dataload_time_s
,,,,,,,,,,,,,31557.169152,0,,,,,8.0,,,,,,,,,,,,1696164614.0,,,,,1,,,,,,,,
0.0,15.0,9347.121152,0.11112728112067452,11.75,0.0,,,27.0,0.0,,0.0,21.0,,1,,,97.0,12.25,,,547.782656,,0.0,4.9,0.21024080200505607,2.654208,243.490816,,0.0,0.0,1696164614.0,,1110.409216,0.0,21.0,1,30005.305344,,,8.125,1090.592768,0.0,,
0.005000000000109139,782.0,10243.207168,0.3425556952761778,11.75,0.0,,,28.0,0.0,,0.0,1012.0,,2,,,115.0,12.25,,,965.61152,,0.20829990021755412,6.2,0.30178437213261433,2.654208,249.524224,,5.0,0.0,1696164615.0,,1522.29888,0.015999999999991132,1100.0,2,29592.92416,,,8.125,1502.969856,0.0,,
0.006000000000312866,1212.0,11081.711616,0.01134396657303367,11.75,0.0,,,29.0,0.0,,0.0,1474.0,,3,,,127.0,12.375,,,1293.275136,,0.004084466163910868,7.1,0.0062862487045154776,2.654208,414.486528,,6.0,0.0,1696164616.0,,1719.201792,0.01999999999999602,2220.0,3,29324.914688,,,8.25,1758.400512,0.0,,
0.007000000000061846,1942.0,11979.739136,0.1306890984125969,11.75,0.0,,,31.0,0.0,,0.0,2019.0,,4,,,130.0,12.375,,,2021.797888,,0.004084283609006026,9.1,0.14005423309597748,2.654208,513.57696,,7.0,0.0,1696164617.0,,2348.806144,0.02400000000000091,3133.0,4,28700.79488,,,8.25,2382.52032,0.0,,
0.010000000000218279,2576.0,12367.036416,0.0005258394972617591,11.75,0.0,,,32.0,0.0,,0.0,2441.0,,5,,,140.0,12.375,,,2038.874112,,0.01631695904321298,9.6,0.0011313516523802007,2.654208,527.290368,,11.0,0.0,1696164618.0,,2367.209472,0.031999999999996476,4280.0,5,28539.518976,,,8.25,2543.73888,0.0,,
0.011000000000422006,3345.0,12367.036416,0.020321152440307,11.75,0.0,,,32.0,0.0,,0.0,2838.0,,6,,,140.0,12.375,,,2038.874112,,0.004081769340832323,10.1,0.06365806285544735,2.654208,527.290368,,12.0,0.0,1696164619.0,,2367.209472,0.036000000000001364,5436.0,6,28361.97376,,,8.25,2721.284096,0.0,,
0.015000000000327418,4234.0,12367.036416,0.019377082175727037,11.75,0.0,,,32.0,0.0,,0.0,3449.0,,7,,,140.0,12.375,,,2038.898688,,0.08573760804582758,10.4,0.015756837193068755,2.654208,527.290368,,16.0,0.0,1696164620.0,,2367.209472,0.0519999999999925,6751.0,7,28275.892224,,,8.25,2807.361536,0.0,,
0.015000000000327418,5007.0,12367.036416,0.0186358843007035,12.0,0.0,,,32.0,0.0,,0.0,4576.0,,8,,,140.0,13.375,,,2038.898688,,0.004082829595084161,11.1,0.04758250818449632,2.654208,527.290368,,17.0,0.0,1696164621.0,,2367.209472,0.055999999999997385,8299.0,8,28048.896,,,8.25,2995.95776,0.0,,
0.016000000000076398,5766.0,12367.036416,1.2936543524378445,12.0,0.0,,,32.0,0.0,,0.0,5762.0,,9,,,140.0,13.375,,,2038.898688,,0.004084502092020865,11.6,0.024905889717137655,2.654208,527.290368,,18.0,0.0,1696164622.0,,2367.209472,0.060000000000002274,9904.0,9,27903.004672,,,8.25,3141.849088,0.0,,
0.017000000000280124,6693.0,12900.356096,0.47522837988369543,12.0,0.0,,0.0068412749999424705,32.0,0.0,,0.0,6791.0,,10,,,152.0,13.375,,,2362.933248,,0.004087574010255027,11.8,0.059142086452609544,2.654208,618.344448,,19.0,0.0,1696164623.0,,2601.455616,0.06399999999999295,11588.0,10,27839.332352,,,8.25,3165.138944,0.0,,
0.018000000000029104,7999.0,14493.22496,0.013608682389078329,12.0,0.0,,,34.0,0.0,,0.0,8025.0,,11,,,155.0,13.375,,,3224.006656,,0.004084200107930533,14.2,0.006700640801138316,2.654208,827.24864,,20.0,0.0,1696164624.0,,3256.864768,0.06799999999999784,13481.0,11,27088.310272,,,8.25,3915.993088,0.0,,
0.018000000000029104,9088.0,29146.210304,0.01923394342062103,12.0,0.0,,,35.0,0.0,,0.0,9122.0,,12,,0.0002955830000246351,165.0,13.375,,2.0478228439999384,3631.550464,,0.004084520542767959,15.2,0.0843309895912783,2.654208,963.014656,,21.0,0.0,1696164625.0,,3537.158144,0.07200000000000273,15353.0,12,26759.31136,,,8.25,4244.975616,0.0,,
,,,,,,2.1070000002509914e-06,,,,0.0,,,,13,0.0001,,,,,,,20.0,,,,,,3.9990055561065674,,,1696164625.0,7.911424065000119,,,,12,,0.0,0.5068246160001308,,,,2.5279898834495986,5.349637640000083
,,,,,,2.820999952746206e-06,0.005564391000007163,,,0.0,,,,14,0.0001,0.0004330619999564078,,,,0.16264147099991533,,40.0,,,,,,3.930935859680176,,,1696164625.0,0.2005969119998099,,,,12,,1.0,0.0276826730000721,,,,99.70243210931858,0.004272493999906146
0.023000000000138243,10057.0,29214.765056,0.01929630472527223,12.375,0.0,2.7690000479196897e-06,0.0056232889999137115,37.0,0.0,,0.0,9849.0,,15,,0.0004617300000973046,187.0,15.25,,0.14908583300007194,3702.644736,,0.12247571925884194,15.1,0.020332883079957245,2.654208,985.010176,,26.0,0.0,1696164626.0,,3588.521984,0.08799999999999386,17274.0,13,26791.19872,,0.027888155999789888,8.5,4232.384512,0.0,,
,,,,,,,,,,0.0,,,,16,0.0001,,,,,,,60.0,,,,,,3.999131202697754,,,1696164626.0,0.18856936899987886,,,,13,,2.0,,,,,106.06176446405168,0.005507591999958095
,,,,,,2.8220001695444807e-06,0.005680229999825315,,,0.0,,,,17,0.0001,0.0005118169999605016,,,,0.16023291900000913,,80.0,,,,,,4.076251029968262,,,1696164626.0,0.1989373969997814,,,,13,,3.0,0.02791730099988854,,,,100.53413939070478,0.00459230799992838
0.02500000000009095,10900.0,29195.546624,0.21934585910956494,12.375,0.0,2.6950001483783126e-06,0.0057443870000497554,39.0,0.0,,0.0,10419.0,,18,,0.0004885319999630156,204.0,15.25,,0.1529699200000323,3702.76352,,0.012244339278537013,15.4,0.07421536372663491,2.654208,985.001984,,29.0,0.0,1696164627.0,,3588.521984,0.09999999999999432,19222.0,14,26685.52192,,0.026966928000092594,8.5,4376.252416,0.0,,
,,,,,,,,,,0.0,,,,19,0.0001,,,,,,,100.0,,,,,,4.218393325805664,,,1696164627.0,0.19142058800025552,,,,14,,4.0,,,,,104.48196930610882,0.0052481259999694885
0.026000000000294676,11410.0,29195.546624,0.001052095689456411,12.375,0.0,,,40.0,0.0,,0.0,10908.0,,20,,,207.0,15.25,,,3702.76352,,0.00816171200699436,14.9,0.0012593266574389347,2.654208,985.001984,,31.0,0.0,1696164628.0,,3588.521984,0.10800000000000409,20388.0,15,26854.8096,,,8.5,4187.992064,0.0,,
0.027000000000043656,12015.0,29195.546624,0.009126763928829943,12.375,0.0,,,40.0,0.0,,0.0,11969.0,,21,,,207.0,15.25,,,3702.76352,,0.004081138106100271,15.4,0.06506705147546615,2.654208,985.001984,,32.0,0.0,1696164629.0,,3588.554752,0.11199999999999477,21828.0,16,26708.447232,,,8.5,4315.090944,0.0,,
0.028000000000247383,12766.0,29195.546624,0.05571518451787831,12.375,0.0,2.2749998151994077e-06,0.00624618200004079,40.0,0.0,,0.0,13134.0,,22,,0.0005407440000908537,214.0,15.25,,0.20787572299991552,3702.829056,,0.004082750032653068,15.2,0.020094785314145505,2.654208,985.06752,,33.0,0.0,1696164630.0,,3588.554752,0.11599999999999966,23476.0,17,26748.985344,,0.020112954000069294,8.5,4282.38848,0.0,,
,,,,,,,,,,0.0,,,,23,0.0001,,,,,,,120.0,,,,,,4.254733085632324,,,1696164630.0,2.870235614999956,,,,17,,5.0,,,,,6.968069065647179,2.6354577370000243
,,,,,,2.544999915699009e-06,0.005694737000112582,,,0.0,,,,24,0.0001,0.0004932479998842609,,,,0.15793865199998436,,140.0,,,,,,3.8906874656677246,,,1696164631.0,0.1880104530000608,,,,18,,6.0,0.018556873000079577,,,,106.37706404544183,0.005324398000084329
0.03300000000035652,13611.0,29195.546624,0.010633165043569372,12.875,0.0,,,41.0,0.0,,0.0,14337.0,,25,,,227.0,17.125,,,3702.829056,,0.06943065905973989,15.1,0.051012070851867444,2.654208,985.06752,,39.0,0.0,1696164631.0,,3588.554752,0.14000000000000057,25596.0,18,26777.206784,,,8.625,4246.26176,0.0,,
0.12400000000025102,14168.0,29195.546624,0.0005269898214039797,12.875,0.0,,,41.0,0.0,,0.0,15419.0,,26,,,227.0,17.125,,,3702.829056,,0.3638465478733056,15.6,0.0012615816924949948,2.654208,985.06752,,98.0,0.0,1696164632.0,,3588.554752,0.15200000000000102,26985.0,19,26629.246976,,,8.625,4394.283008,0.0,,
,,,,,,2.5669999104138697e-06,0.00585569800000485,,,0.0,,,,27,0.0001,0.0006012659998759773,,,,0.15806721299986748,,160.0,,,,,,4.407732963562012,,,1696164633.0,1.5419578539997474,,,,20,,7.0,0.01862935799999832,,,,12.970523123003124,1.3588017520000903
0.12600000000020373,15028.0,29195.997184,0.011590044789502311,12.875,0.0,2.5350000214530155e-06,0.005697455000017726,42.0,0.0,,0.0,16579.0,,28,,0.0005271069999253086,248.0,17.125,,0.1584503300000506,3703.64416,,0.008168070108249798,14.9,0.061467918208379144,2.654208,985.06752,,100.0,0.0,1696164633.0,,3589.005312,0.16400000000000148,28977.0,20,26846.162944,,0.019393283999988853,8.625,4196.57728,0.0,,
,,,,,,,,,,0.0,,,,29,0.0001,,,,,,,180.0,,,,,,4.113814353942871,,,1696164633.0,0.2957320789998903,,,,20,,8.0,,,,,67.6287809818813,0.11166136799988635
0.12800000000015643,15623.0,29195.997184,0.0005265694273503847,12.875,0.0,,,43.0,0.0,,0.0,17706.0,,30,,,251.0,17.125,,,3703.64416,,0.008169804440397027,15.4,0.0011967486974194467,2.654208,985.06752,,102.0,0.0,1696164634.0,,3589.005312,0.17199999999999704,30617.0,21,26691.514368,,,8.625,4332.023808,0.0,,
0.12900000000036016,16394.0,29196.619776,0.009564116940461167,12.875,0.0,2.750000021478627e-06,0.00581387000011091,44.0,0.0,,0.0,18902.0,,31,,0.0005132290000346984,259.0,17.125,,0.1579927420000331,3705.769984,,0.004084093306885902,15.3,0.061963353131751955,2.654208,987.045888,,103.0,0.0,1696164635.0,,3589.627904,0.17600000000000193,32456.0,22,26722.77504,,0.01904625399993165,8.625,4300.763136,0.0,,
,,,,,,,,,,0.0,,,,32,0.0001,,,,,,,200.0,,,,,,4.009944915771484,,,1696164635.0,1.4824013020001985,,,,22,,9.0,,,,,13.491623336416446,1.2990324570000666
,,,,,,2.9440000162139768e-06,0.005847291999998561,,,0.0,,,,33,0.0001,0.0005225320001045475,,,,0.15868882800009487,,220.0,,,,,,4.110254287719727,,,1696164636.0,0.29857295500050895,,,,23,,10.0,0.018842904000166527,,,,66.98530347454245,0.11466845500012823
0.14500000000043656,17200.0,29196.619776,0.00105294557553735,13.0,0.0,,,44.0,0.0,,0.0,20077.0,,34,,,271.0,17.75,,,3703.803904,,0.15111364367073918,15.2,0.002775947423867383,2.654208,985.06752,,114.0,0.0,1696164636.0,,3589.627904,0.19599999999999795,34487.0,23,26751.1808,,,8.75,4272.357376,0.0,,
0.14700000000038926,18138.0,29196.619776,0.03239876694663406,13.0,0.0,,0.005726677999973617,45.0,0.0,,0.0,21315.0,,35,,,276.0,17.75,,,3703.808,,0.057186496299231726,15.6,0.06888228362739089,2.654208,985.06752,,117.0,0.0,1696164637.0,,3589.627904,0.2079999999999984,36205.0,24,26627.592192,,,8.75,4415.164416,0.0,,
,,,,,,0.037547029000052135,,,,0.0,,,,36,0.0001,0.0005615109998871048,,,,0.15838329399980466,,240.0,,,,,,4.060842990875244,,,1696164637.0,1.4967494499996974,,,,24,,11.0,0.018438274000118327,,,,13.362289860874206,1.2760926639998615
0.15399999999999636,18891.0,29196.88192,0.0015795580481713504,13.0,0.0,2.848000121957739e-06,0.005592899000021134,48.0,0.0,,0.0,22464.0,,37,,0.000543612999990728,294.0,17.75,,0.15983752499982984,3703.844864,,0.02859159622480374,15.0,0.0028400134642576815,2.654208,985.06752,,124.0,0.0,1696164638.0,,3589.890048,0.23199999999999932,38266.0,25,26809.434112,,0.018612402999906408,8.75,4214.185984,0.0,,
,,,,,,,,,,0.0,,,,38,0.0001,,,,,,,260.0,,,,,,3.2829012870788574,,,1696164638.0,0.32638381299989305,,,,25,,12.0,,,,,61.27754871227806,0.141794525000023
0.1890000000003056,19547.0,29196.88192,0.008488590270460996,13.0,0.0,,,48.0,0.0,,0.0,23580.0,,39,,,296.0,17.75,,,3703.844864,,0.15521993636792455,15.5,0.05616510855420859,2.654208,985.06752,,147.0,0.0,1696164639.0,,3589.890048,0.25199999999999534,39790.0,26,26662.313984,,,8.75,4361.220096,0.0,,
,,,,,,2.5809999897319358e-06,0.005775227000185623,,,0.0,,,,40,0.0001,0.0005193779998080572,,,,0.15868669400015278,,280.0,,,,,,3.4295990467071533,,,1696164640.0,1.4467265160001261,,,,27,,13.0,0.01908323899988318,,,,13.824312873794218,1.2626593970001068
0.1910000000002583,20358.0,29196.88192,0.0010529445742756517,13.0,0.0,,,48.0,0.0,,0.0,24764.0,,41,,,307.0,17.75,,,3703.984128,,0.008168297295282474,15.4,0.0027759447841774537,2.654208,985.198592,,149.0,0.0,1696164640.0,,3589.890048,0.2599999999999909,41715.0,27,26696.45824,,,8.75,4326.998016,0.0,,
,,,,,,2.474999973856029e-06,0.005807876000062606,,,0.0,,,,42,0.0001,0.0005508560000180296,,,,0.15874224300000606,,300.0,,,,,,3.3120789527893066,,,1696164640.0,0.36951477499997054,,,,27,,14.0,0.01875767999990785,,,,54.12503464848353,0.18565364500000214
0.19600000000036744,21138.0,29196.88192,0.01108824455335371,13.5,0.0,,,49.0,0.0,,0.0,25869.0,,43,,,318.0,19.25,,,3703.984128,,0.0408430303004162,15.3,0.06028335546449878,2.654208,985.198592,,154.0,0.0,1696164641.0,,3589.890048,0.27199999999999136,43592.0,28,26731.773952,,,8.875,4291.764224,0.0,,
0.19800000000032014,21860.0,29196.88192,0.000526606365057456,13.5,0.0,,0.005595874999926309,49.0,0.0,,0.0,27010.0,,44,,,323.0,19.25,,,3703.984128,,0.04493707644257186,15.7,0.002840482814968733,2.654208,985.198592,,157.0,0.0,1696164642.0,,3589.890048,0.2839999999999918,45191.0,29,26618.281984,,,8.875,4424.368128,0.0,,
,,,,,,2.4119999579852447e-06,,,,0.0,,,,45,0.0001,0.0005984680001347442,,,,0.15924624700005552,,320.0,,,,,,3.441387891769409,,,1696164642.0,1.503974350000135,,,,29,,15.0,0.019145850000086284,,,,13.298099133138942,1.3193854979999742
,,,,,,3.0050000532355625e-06,0.005612459000076342,,,0.0,,,,46,0.0001,0.0005920720000176516,,,,0.15942841500009308,,340.0,,,,,,3.224982976913452,,,1696164643.0,0.26877615800026433,,,,30,,16.0,0.018948153000110324,,,,74.41136203747779,0.0841920539999137
0.20100000000002183,22699.0,29196.877824,0.04588417733385974,13.5,0.0,,,51.0,0.0,,0.0,28276.0,,47,,,339.0,19.25,,,3704.090624,,0.012252798397751284,15.1,0.06859493061400648,2.654208,985.198592,,160.0,0.0,1696164643.0,,3589.890048,0.29599999999999227,47369.0,30,26796.253184,,,8.875,4227.289088,0.0,,
0.23300000000017462,23315.0,29196.877824,0.04428754323609753,13.5,0.0,,,51.0,0.0,,0.0,29358.0,,48,,,339.0,19.25,,,3704.090624,,0.14297113578869036,15.5,0.04705601333044347,2.654208,985.198592,,188.0,0.0,1696164644.0,,3589.890048,0.30400000000000205,48804.0,31,26650.226688,,,8.875,4373.315584,0.0,,
,,,,,,4.219999937049579e-06,0.005722948999846267,,,0.0,,,,49,0.0001,0.0006762069999695086,,,,0.1585056380001788,,360.0,,,,,,3.332036018371582,,,1696164645.0,1.5621854290000101,,,,32,,17.0,0.01918943999999101,,,,12.802577484545127,1.3780869750000875
0.23600000000033106,24354.0,29196.88192,0.0820977553848967,13.5,0.0,,0.00560739200000171,52.0,0.0,,0.0,30779.0,,50,,,352.0,19.25,,,3704.090624,,0.012253634466403911,15.4,0.10350172756829454,2.654208,985.198592,,191.0,0.0,1696164645.0,,3589.890048,0.3160000000000025,51059.0,32,26711.486464,,,8.875,4331.249664,0.0,,
,,,,,,6.058999815650168e-06,,,,0.0,,,,51,0.0001,0.0006630200000472541,,,,0.15858542199998737,,380.0,,,,,,3.1800355911254883,,,1696164645.0,0.2554350049997538,,,,32,,18.0,0.01975643199989463,,,,78.29780417143405,0.07081668000000718
0.23800000000028376,25033.0,29196.88192,0.0015809589303646268,13.875000000000002,0.0,,,53.0,0.0,,0.0,31893.0,,52,,,358.0,20.75,,,3704.090624,,0.008176272439749109,15.4,0.001197696158276296,2.654208,985.198592,,193.0,0.0,1696164646.0,,3589.890048,0.32399999999999807,52880.0,33,26710.736896,,,9.0,4312.858624,0.0,,
0.24400000000014188,25947.0,29196.88192,0.07606536757933008,13.875000000000002,0.0,2.587999915704131e-06,0.005855404999920211,53.0,0.0,,0.0,33212.0,,53,,0.0005333629999313416,365.0,20.75,,0.15898951999997735,3704.090624,,0.0776050231568309,15.3,0.10188850285356718,2.654208,985.198592,,200.0,0.0,1696164647.0,,3589.890048,0.3400000000000034,54723.0,34,26736.2304,,0.019067907999897216,9.0,4287.299584,0.0,,
,,,,,,,,,,0.0,,,,54,0.0001,,,,,,,400.0,,,,,,3.4212169647216797,,,1696164647.0,1.5111855829998149,,,,34,,19.0,,,,,13.234641876544723,1.326736799000173
,,,,,,3.001999857588089e-06,0.00585428099998353,,,0.0,,,,55,0.0001,0.0006043700000191166,,,,0.15868414700003086,,420.0,,,,,,3.395419120788574,,,1696164648.0,0.29292049200012116,,,,35,,20.0,0.018886474000055387,,,,68.27791344823949,0.10888821800017467
0.25,26778.0,29196.877824,0.010355077503268466,13.875000000000002,0.0,,,54.0,0.0,,0.0,34471.0,,56,,,377.0,20.75,,,3704.090624,,0.06126887152860544,15.2,0.07546920894079735,2.654208,985.198592,,208.0,0.0,1696164648.0,,3589.890048,0.35999999999999943,56927.0,35,26773.58592,,,9.0,4249.956352,0.0,,
0.2510000000002037,27390.0,29196.877824,0.0005265089608671441,13.875000000000002,0.0,,,54.0,0.0,,0.0,35511.0,,57,,,377.0,20.75,,,3704.090624,,0.004084433147781377,15.6,0.0011966112735940265,2.654208,985.198592,,209.0,0.0,1696164649.0,,3589.890048,0.3639999999999901,58337.0,36,26626.490368,,,9.0,4397.051904,0.0,,
,,,,,,3.0830001378490124e-06,0.005742680999901495,,,0.0,,,,58,0.0001,0.0006507420000616548,,,,0.1587313389998144,,440.0,,,,,,3.410717010498047,,,1696164650.0,1.540641659999892,,,,37,,21.0,0.019271893999984968,,,,12.981604041527348,1.3562419209999916
0.25300000000015643,28338.0,29196.88192,0.012830152754040012,13.875000000000002,0.0,4.372999910629005e-06,0.005685015999915777,55.0,0.0,,0.0,36816.0,,59,,0.000669615999868256,398.0,20.75,,0.15892563199986398,3704.09472,,0.008170445534071645,14.9,0.0937367130294691,2.654208,985.198592,,211.0,0.0,1696164650.0,,3589.890048,0.3719999999999999,60541.0,37,26859.872256,,0.019861059999811914,9.0,4159.71328,0.0,,
,,,,,,,,,,0.0,,,,60,0.0001,,,,,,,460.0,,,,,,3.285564422607422,,,1696164650.0,0.24778695399936623,,,,37,,22.0,,,,,80.71449960215078,0.06264125699999568
,,,,,,0.04374538799993388,0.0058160099999895465,,,0.0,,,,61,0.0001,0.0005244270000730467,,,,0.16082488600000033,,480.0,,,,,,3.431816339492798,,,1696164651.0,0.2343928440000127,,,,38,,23.0,0.01848463500004982,,,,85.32683702578785,0.004997497999966072
0.25500000000010914,28780.0,29200.723968,0.0010530402033612123,13.875000000000002,0.0,3.0329999844980193e-06,0.005548411000063425,58.0,0.0,,0.0,37300.0,,62,,0.0005216290001044399,421.0,20.125,,0.16042266199997357,3704.041472,,0.012253558718643337,14.8,0.004355757200803176,2.654208,985.141248,,214.0,0.0,1696164651.0,,3589.890048,0.387999999999991,61636.0,38,26896.744448,,0.01881763400001546,9.0,4161.355776,0.0,,
,,,,,,,,,,0.0,,,,63,0.0001,,,,,,,500.0,,,,,,3.1125569343566895,,,1696164651.0,0.1907992890000969,,,,38,,24.0,,,,,104.8221935459615,0.005485919999955513
,,,,,,2.3090001377568115e-06,0.0013876529999379272,,,0.0,,,,64,0.0001,0.0005450730000120529,,,,0.044099576999997225,,504.0,,,,,,2.7446606159210205,,,1696164651.0,0.07028618000003917,,,,38,,25.0,0.019502640999917276,,,,56.91019201780166,0.004748927000036929
0.2630000000003747,29544.0,29181.509632,0.010014585978201842,13.875000000000002,0.0,,,62.0,0.0,,0.0,37944.0,,65,,,445.0,20.125,,,3689.32864,,0.04079131281859563,14.0,0.06993479373423177,2.654208,972.058624,,221.0,0.0,1696164652.0,,3589.890048,0.40399999999999636,63118.0,39,27148.32896,,,9.0,3928.915968,0.0,,
0.2650000000003274,30074.0,29181.509632,0.0005261895828647054,13.875000000000002,0.0,,,62.0,0.0,,0.0,38224.0,,66,,,445.0,20.125,,,3689.3696,,0.05306542212629215,14.6,0.0010045437481796585,2.654208,972.058624,,224.0,0.0,1696164653.0,,3589.890048,0.41199999999999193,64096.0,40,26958.393344,,,9.0,4118.908928,0.0,,
0.2660000000000764,30590.0,29181.509632,0.010634949979641765,13.875000000000002,0.0,,,62.0,0.0,,0.0,38531.0,,67,,,445.0,20.125,,,3689.3696,,0.0040848420027674815,14.7,0.06110508768520375,2.654208,972.058624,,225.0,0.0,1696164654.0,,3589.890048,0.4159999999999968,65151.0,41,26915.131392,,,9.0,4143.034368,0.0,,
0.2670000000002801,31165.0,29181.509632,0.0005265137175612832,13.875000000000002,0.0,,,62.0,0.0,,0.0,39648.0,,68,,,445.0,20.125,,,3689.3696,,0.004084470046382619,15.2,0.0010051625507816458,2.654208,972.058624,,226.0,0.0,1696164655.0,,3589.890048,0.4239999999999924,66636.0,42,26768.658432,,,9.0,4270.252032,0.0,,
0.2680000000000291,31712.0,29181.509632,0.00938591538072429,14.000000000000002,0.0,,,62.0,0.0,,0.0,40673.0,,69,,,445.0,20.5,,,3689.3696,,0.00408638492906961,15.7,0.04633098537096759,2.654208,972.058624,,227.0,0.0,1696164656.0,,3589.890048,0.42799999999999727,68062.0,43,26608.799744,,,9.125,4430.11072,0.0,,
,,,,,,4.248000095685711e-06,0.006697995999957129,,,1.0,,,,70,0.0001,0.0007694460000493564,,,,0.22089954400007628,,524.0,,,,,,2.8299670219421387,,,1696164657.0,4.936445910000202,,,,44,,0.0,0.020168697999906726,,,,4.0514978518217335,4.687905978000117
