process/memory/lib_memory_proc_MB,01_general/step,02_timing/dataload_time_s,_step,_runtime,memory/used_memory_sys_percent,disk/time/disk_read_time_sys_s,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,_timestamp,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,02_timing/dataload_cuda_move_time_s,02_timing/opt_step_time_s,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_one_min_percent,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,01_general/step_based_sps,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,02_timing/backward_time_s,cpu/load/avg_sys_load_five_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/data_resident_set_proc_MB,01_general/locally_processed_samples,02_timing/loss_calc_time_s,process/memory/virtual_memory_size_proc_MB,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/logical_core_count,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/interrupts/ctx_switches_count,process/involuntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,process/memory/text_resident_set_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs,memory/used_memory_sys_MB,process/memory/resident_set_size_proc_MB,02_timing/forward_time_s,01_general/minibatch_loss,02_timing/step_time_s,01_general/lr,disk/time/disk_busy_time_sys_s
,,,0,1,,,,,1696238279.0,,,,,,,2151704.162304,,,,,,,,,,,,,,,256.0,,,,,,,,,,,,,
5915.312128,,,1,1,3.4,0.0,0.1605418732843592,2079569.145856,1696238279.0,0.0,101.0,,,400.0,1.7968749999999998,,159.0,,0.0,0.0,0.0,,1.9375,2.08984375,0.0,,,22129.115136,,0.0,,0.727160250203276,207.0,597.0,213.139456,2.854912,0.0,44593.549312,473.870336,,,,,0.0
6458.642432,,,2,2,3.4,0.5630000000091968,0.33591447914983497,2078954.098688,1696238280.0,35.0,9826.0,,,420.0,1.7968749999999998,,21766.0,,0.0,957.0,0.0,,1.9375,2.08984375,0.0,,,23156.641792,,461.30542771055906,,0.2794602602608761,27884.0,651.0,217.071616,2.854912,0.11351020275731065,45208.559616,961.204224,,,,,0.7440000000060536
7180.423168,,,3,3,3.4,0.5630000000091968,0.04176147011023168,2078289.38752,1696238281.0,97.0,22228.0,,,420.0,1.875,,44321.0,,0.003000000026077032,957.0,0.0,,1.94921875,2.09375,0.0,,,23878.422528,,0.0,,0.009843436252621036,59275.0,751.0,218.97216,2.854912,0.40278233162235755,45873.278976,1742.512128,,,,,0.8080000000045402
7691.399168,,,4,4,3.4,1.279000000009546,0.020988418879182836,2077777.854464,1696238282.0,1079.0,32813.0,,,420.0,1.875,,66941.0,,0.06499999994412065,2250.0,0.0,,1.94921875,2.09375,0.0,,,24389.398528,,388.96402158794723,,0.05229706633521373,87133.0,850.0,219.365376,2.854912,5.018746931697314,46384.80384,2252.341248,,,,,1.5760000000009313
8745.55392,,,5,5,3.5,1.8460000000050059,0.0005209946580665368,2077347.643392,1696238283.0,1108.0,45115.0,,,422.0,1.875,,91153.0,,0.06599999987520278,3552.0,0.0,,1.94921875,2.09375,0.0,,,25443.897344,,457.321406023677,,0.0009946261644691807,117080.0,949.0,219.561984,2.854912,0.0747706231278088,46815.002624,2606.51008,,,,,2.368000000002212
8348.418048,,,6,6,3.4,3.3440000000118744,0.01630994821334213,2078095.691776,1696238284.0,1147.0,62518.0,,,429.0,1.875,,150100.0,,0.06799999997019768,6676.0,0.0,,1.94921875,2.09375,0.0,,,33722.994688,,1197.3932936836086,,0.0601266595993674,155357.0,991.0,219.963392,2.854912,0.10100016790376151,46066.946048,1824.03072,,,,,4.372000000003027
9057.378304,,,7,7,3.4,3.460000000006403,0.0005227073798945768,2077598.3104,1696238285.0,1173.0,81531.0,,,451.0,1.875,,192348.0,,0.06799999997019768,6908.0,0.0,,1.94921875,2.09375,0.0,,,35306.467328,,57.35310099219382,,0.001187971316832095,222055.0,1051.0,461.651968,2.854912,0.10137355718609423,46553.86624,2580.918272,,,,,4.528000000005704
8709.005312,,,8,8,3.4,5.032000000006519,0.008724754043061087,2077738.754048,1696238286.0,1192.0,94314.0,,,458.0,1.8789062499999998,,230058.0,,0.06999999983236194,10052.0,0.0,,1.94921875,2.09375,0.0,,,36232.957952,,813.9138436453171,,0.04260430167449724,263666.0,1097.0,503.537664,2.854912,0.04855515465532197,46413.37344,2187.415552,,,,,5.952000000004773
8709.005312,,,9,9,3.4,5.032000000006519,0.0005220305643347414,2077581.053952,1696238287.0,1250.0,103310.0,,,458.0,1.8789062499999998,,255908.0,,0.07099999999627471,10052.0,0.0,,1.94921875,2.09375,0.0,,,36232.957952,,0.0,,0.0011231566676890023,303365.0,1097.0,503.537664,2.854912,0.3806710110822848,46571.122688,2187.415552,,,,,6.032000000006519
8709.005312,,,10,10,3.4,5.032000000006519,0.009559658219146987,2077488.381952,1696238288.0,1269.0,113896.0,,,458.0,1.8789062499999998,,283689.0,,0.07099999999627471,10052.0,0.0,,1.94921875,2.09375,0.0,,,36232.957952,,0.0,,0.043841478914096024,344050.0,1097.0,503.537664,2.854912,0.048621309742920185,46633.857024,2187.415552,,,,,6.063999999998487
8709.005312,,,11,11,3.5,5.032000000006519,0.0010443787026423593,2077220.999168,1696238289.0,1291.0,124301.0,,,465.0,1.8789062499999998,,311932.0,,0.07199999992735684,10052.0,0.0,,1.94921875,2.09375,0.0,,,36281.888768,,3.0462944437789794,,0.0025634750038880444,385535.0,1097.0,503.619584,2.854912,0.1721642465083509,46900.445184,2187.513856,,,,,6.108000000007451
10158.026752,,,12,12,3.5,5.05800000000454,0.009516222870208901,2076151.902208,1696238290.0,1338.0,135027.0,0.2795420070178807,,472.0,1.88671875,,339514.0,,0.07299999985843897,10092.0,0.0,,1.94921875,2.08984375,0.0,,,82863.616,,7.347063760155337,,0.04431115285438201,426024.0,1186.0,862.109696,2.854912,0.0487636992239048,47929.61024,3638.849536,,,,,6.168000000005122
,0.0,3.587578804930672,13,13,,,,,1696238291.0,,,,5.6568533182144165e-06,,,,,3.0752697008357135,,,,0.33224125392735004,,,,16.0,0.00028006103821098804,,0.0,,,,,,,,,,,1.003147924086079,2.237272262573242,5.202795707853511,0.0001,
,1.0,0.005767448805272579,14,13,,,,,1696238291.0,,,0.002691243076696992,7.2640832513570786e-06,,,,,58.568602020941874,,,,0.04902890603989363,,,,32.0,0.0013074190355837345,,0.0,,,,,,,,,,,0.21438163402490318,2.0980303287506104,0.27318391506560147,0.0001,
10285.162496,,,15,13,3.5,5.05800000000454,0.0023165581160257487,2076091.203584,1696238291.0,1359.0,146547.0,0.0020061060786247253,,502.0,1.88671875,,368579.0,,0.07499999995343387,10092.0,0.0,,1.94921875,2.08984375,0.0,,,96392.94976,,0.0,,0.009075830435949629,467901.0,1244.0,903.553024,2.854912,0.07108342170064819,48005.255168,3770.462208,,,,,6.220000000001164
,2.0,0.00351173197850585,16,14,,,,,1696238292.0,,,,7.543014362454414e-06,,,,,72.68918351432728,,,,0.053178983042016625,,,,48.0,0.001180029008537531,,0.0,,,,,,,,,,,0.16023088712245226,2.183196544647217,0.22011528024449944,0.0001,
,3.0,0.003729844931513071,17,14,,,,,1696238292.0,,,0.0027036748360842466,4.81889583170414e-06,,,,,72.81949641401887,,,,0.05137331993319094,,,,64.0,0.0009963479824364185,,0.0,,,,,,,,,,,0.16091337008401752,2.017974376678467,0.2197213766630739,0.0001,
10285.236224,,,18,14,3.5,5.05800000000454,0.010900918110230036,2075740.520448,1696238292.0,1452.0,158092.0,0.001747206086292863,,532.0,1.88671875,,395041.0,,0.075999999884516,10092.0,0.0,,1.94921875,2.08984375,0.0,,,96377.573376,,0.0,,0.06448130037962782,503671.0,1330.0,903.647232,2.854912,0.3296184800054993,48386.68288,3770.843136,,,,,6.30800000000454
,4.0,0.003445314010605216,19,15,,,,,1696238293.0,,,,5.307840183377266e-06,,,,,72.98718355159014,,,,0.04709543497301638,,,,80.0,0.0009894338436424732,,0.0,,,,,,,,,,,0.16593387280590832,2.505225896835327,0.21921656955964863,0.0001,
10285.236224,,,20,15,3.5,5.05800000000454,0.0005198154219560876,2075971.063808,1696238293.0,1474.0,168465.0,,,592.0,1.88671875,,417095.0,,0.07699999981559813,10092.0,0.0,,1.94921875,2.08984375,0.0,,,96377.573376,,0.0,,0.0013074145449296366,534007.0,1352.0,903.647232,2.854912,0.06048761848808453,48125.816832,3770.847232,,,,,6.364000000001397
,5.0,1.1662306878715754,21,16,,,,,1696238294.0,,,0.0027452309150248766,7.194001227617264e-06,,,,,11.596626526996328,,,,0.0474986950866878,,,,96.0,0.001113401958718896,,0.0,,,,,,,,,,,0.16211637808009982,2.394075632095337,1.3797115879133344,0.0001,
10285.682688,,,22,16,3.5,5.05800000000454,0.012103480989877027,2075907.76832,1696238294.0,1515.0,188476.0,0.002752983011305332,,612.0,1.88671875,,451564.0,,0.0779999999795109,10092.0,0.0,,1.94921875,2.08984375,0.0,,,96378.01984,,0.0,,0.07625113761004625,582580.0,1401.0,906.313728,2.854912,0.42408948311197703,48204.353536,3773.779968,,,,,6.444000000003143
,6.0,0.044543383875861764,23,17,,,,,1696238295.0,,,,8.1709586083889e-06,,,,,61.485608287726855,,,,0.04880283214151859,,,,112.0,0.001494311960414052,,0.0,,,,,,,,,,,0.16262181499041617,2.3240275382995605,0.2602234969381243,0.0001,
10285.682688,,,24,17,3.5,5.05800000000454,0.05193562891199541,2075734.4256,1696238295.0,1540.0,203940.0,,,618.0,2.140625,,486189.0,,0.07899999991059303,10092.0,0.0,,2.00390625,2.109375,0.0,,,96378.01984,,0.0,,0.017849414015673366,635561.0,1430.0,906.313728,2.854912,0.1113019344231244,48362.47552,3773.784064,,,,,6.5
,7.0,0.6762036019936204,25,18,,,,,1696238296.0,,,0.0030178180895745754,6.284797564148903e-06,,,,,17.94996416963182,,,,0.04953287588432431,,,,128.0,0.001250498928129673,,0.0,,,,,,,,,,,0.16135560208931565,2.154738664627075,0.8913666817825288,0.0001,
,8.0,0.0594960090238601,26,18,,,,,1696238296.0,,,0.0016900068148970604,5.65708614885807e-06,,,,,58.660412290045095,,,,0.050029374891892076,,,,144.0,0.0010207230225205421,,0.0,,,,,,,,,,,0.1605145800858736,2.0161542892456055,0.27275635092519224,0.0001,
10285.682688,,,27,18,3.5,5.05800000000454,0.010381297698864722,2075882.835968,1696238296.0,1667.0,220281.0,,,639.0,2.140625,,523304.0,,0.0849999999627471,10092.0,0.0,,2.00390625,2.109375,0.0,,,96378.01984,,0.0,,0.0650213699053394,690717.0,1507.0,903.778304,2.854912,2.546372728426453,48214.05696,3771.24864,,,,,6.580000000001746
,9.0,0.6349619410466403,28,19,,,,,1696238297.0,,,0.002238885033875704,3.3529940992593765e-06,,,,,18.94897297079081,,,,0.04496808513067663,,,,160.0,0.0011649439111351967,,0.0,,,,,,,,,,,0.1610357309691608,2.5930817127227783,0.8443729390855879,0.0001,
10285.682688,,,29,19,3.5,5.05800000000454,0.0010428190178501243,2075815.706624,1696238297.0,1713.0,231245.0,,,648.0,2.140625,,551800.0,,0.08599999989382923,10092.0,0.0,,2.00390625,2.109375,0.0,,,96378.01984,,0.0,,0.002749250135429726,732184.0,1546.0,903.806976,2.854912,0.3599937690105217,48281.186304,3771.277312,,,,,6.619999999995343
,10.0,0.026841545943170786,30,20,,,,,1696238298.0,,,0.0015587061643600464,5.237990990281105e-06,,,,,66.3436765724461,,,,0.051586753921583295,,,,176.0,0.0011829622089862823,,0.0,,,,,,,,,,,0.1599932189565152,2.187269687652588,0.24116842518560588,0.0001,
10285.682688,,,31,20,3.5,5.754000000000815,0.010196293121154677,2075629.113344,1696238298.0,1764.0,242573.0,,,665.0,2.140625,,582218.0,,0.08799999998882413,11504.0,0.0,,2.00390625,2.109375,0.0,,,96378.01984,,366.5628063449884,,0.05628163662006559,774507.0,1583.0,903.84384,2.854912,0.15211252387364446,48467.775488,3771.314176,,,,,7.292000000001281
,11.0,0.6450190078467131,32,21,,,,,1696238299.0,,,0.003610975807532668,7.193069905042648e-06,,,,,18.562697702001888,,,,0.050794410053640604,,,,192.0,0.0012543399352580309,,0.0,,,,,,,,,,,0.16125775501132011,2.148423910140991,0.8619436817243695,0.0001,
,12.0,0.020336020970717072,33,21,,,,,1696238299.0,,,0.002803618088364601,4.400033503770828e-06,,,,,68.42466128245316,,,,0.049027438974007964,,,,208.0,0.0010045201051980257,,0.0,,,,,,,,,,,0.16065782285295427,2.4135091304779053,0.2338338210247457,0.0001,
10285.682688,,,34,21,3.5,6.536000000007334,0.0015654805924462016,2075860.488192,1696238299.0,1791.0,259781.0,,,687.0,2.140625,,616088.0,,0.08999999985098839,13013.0,0.0,,2.00390625,2.109375,0.0,,,96378.01984,,409.0859493367809,,0.0043169313366263175,818803.0,1664.0,903.712768,2.854912,0.07691412860556815,48236.384256,3771.183104,,,,,8.036000000007334
10285.682688,,,35,22,3.5,8.071000000010827,0.01178903082767966,2075814.670336,1696238300.0,1825.0,271942.0,0.0020691019017249346,4.678964614868164e-06,699.0,2.125,,648722.0,,0.09100000001490116,16036.0,0.0,0.05083652515895665,2.0,2.10546875,0.0,,0.0011636868584901094,96378.01984,,828.1256246012321,,0.07062334114666634,860755.0,1693.0,903.74144,2.854912,0.09526232440643748,48282.210304,3771.211776,0.16054607811383903,,,,9.427999999999884
,13.0,0.6667975201271474,36,23,,,,,1696238301.0,,,,,,,,,18.1525762148478,,,,,,,,224.0,,,0.0,,,,,,,,,,,,2.1585190296173096,0.881417591124773,0.0001,
,14.0,0.003303257981315255,37,23,,,,,1696238301.0,,,0.002002822933718562,2.862885594367981e-06,,,,,73.50451087204921,,,,0.05145175103098154,,,,240.0,0.0010254718363285065,,0.0,,,,,,,,,,,0.15988754900172353,2.292917490005493,0.21767371566966176,0.0001,
10285.682688,,,38,23,3.5,8.834000000002561,0.0017892192492050874,2075699.044352,1696238301.0,1850.0,282431.0,,,709.0,2.125,,677829.0,,0.09199999994598329,17548.0,0.0,,2.0,2.10546875,0.0,,,96378.01984,,393.5415928782681,,0.004275125646193028,901281.0,1741.0,903.385088,2.854912,0.07296215431549691,48397.828096,3770.855424,,,,,10.148000000001048
,15.0,0.673273712862283,39,24,,,,,1696238302.0,,,0.003030250081792474,3.7017744034528732e-06,,,,,18.026789702842613,,,,0.04924275912344456,,,,256.0,0.0009481578599661589,,0.0,,,,,,,,,,,0.1610693249385804,2.0063204765319824,0.88756790664047,0.0001,
10285.682688,,,40,24,3.5,9.630000000004657,0.013001770561427253,2075886.145536,1696238302.0,1932.0,295520.0,0.0020596738904714584,4.81889583170414e-06,727.0,2.125,,709045.0,,0.09499999997206032,19118.0,0.0,0.048180341022089124,2.0,2.10546875,0.0,,0.0009647798724472523,96378.01984,,406.6176095796505,,0.07903811890095541,945906.0,1810.0,903.84384,2.854912,0.29945962321581177,48210.726912,3771.363328,0.16004895116202533,,,,10.923999999999069
,16.0,0.003573052817955613,41,25,,,,,1696238303.0,,,,,,,,,74.47693302417454,,,,,,,,272.0,,,0.0,,,,,,,,,,,,2.275460720062256,0.21483161766082048,0.0001,
10285.682688,,,42,26,3.5,9.630000000004657,0.0018495163798071966,2075851.03872,1696238304.0,1950.0,308729.0,0.002146275946870446,5.797017365694046e-06,738.0,2.125,,739363.0,,0.09599999990314245,19118.0,0.0,0.05103515088558197,2.0,2.10546875,0.0,,0.0012975020799785852,96378.01984,,0.0,,0.003746456255074508,990621.0,1839.0,903.806976,2.854912,0.04451485610412664,48245.850112,3771.326464,0.1603126002009958,,,,10.972000000008848
,17.0,0.6802584871184081,43,26,,,,,1696238304.0,,,,,,,,,17.875980204985602,,,,,,,,288.0,,,0.0,,,,,,,,,,,,2.194312334060669,0.8950558132492006,0.0001,
,18.0,0.00393755198456347,44,26,,,,,1696238304.0,,,0.0020091780461370945,4.190020263195038e-06,,,,,75.40356199966072,,,,0.04526462918147445,,,,304.0,0.0009466221090406179,,0.0,,,,,,,,,,,0.1600293959490955,2.2332329750061035,0.2121915672905743,0.0001,
10285.682688,,,45,27,3.5,9.825000000011642,0.010656640272539071,2075647.336448,1696238305.0,2029.0,321475.0,,,747.0,2.125,,764748.0,,0.09799999999813735,19444.0,0.0,,2.0,2.10546875,0.0,,,96378.01984,,140.40404997748814,,0.0648173543092206,1024655.0,1895.0,903.84384,2.854912,2.2504800407875636,48449.548288,3771.363328,,,,,11.29200000000128
,19.0,0.6537644669879228,46,27,,,,,1696238305.0,,,0.003033183980733156,4.749977961182594e-06,,,,,18.426401267114752,,,,0.04878655914217234,,,,320.0,0.0012527341023087502,,0.0,,,,,,,,,,,0.1614776139613241,2.4697933197021484,0.8683193081524223,0.0001,
10285.682688,,,47,28,3.5,10.354000000006636,0.0015629979469353975,2075898.912768,1696238306.0,3048.0,334788.0,0.00230823690071702,3.841938450932503e-06,770.0,2.14453125,,789932.0,,0.1699999999254942,20610.0,0.0,0.04733757278881967,2.0078125,2.109375,0.0,,0.0006631382275372744,96378.01984,,440.7707253550799,,0.004310085243642658,1056143.0,1958.0,903.84384,2.854912,8.269301136081594,48197.95968,3771.37152,0.1599745717830956,,,,12.076000000000931
,20.0,0.0033295881003141403,48,28,,,,,1696238306.0,,,,,,,,,74.90042348958688,,,,,,,,336.0,,,0.0,,,,,,,,,,,,2.069671630859375,0.21361694973893464,0.0001,
10285.682688,,,49,29,3.5,12.577000000004773,0.011592475428079113,2075849.089024,1696238307.0,3062.0,347222.0,0.0031495378352701664,,779.0,2.14453125,,817851.0,,0.1699999999254942,25010.0,0.0,,2.0078125,2.109375,0.0,,0.0010396488942205906,96378.01984,,1558.342683675931,,0.0704964939256295,1087208.0,1990.0,903.806976,2.854912,0.042540032364535414,48247.791616,3771.334656,0.1613740399479866,,,,14.635999999998603
,21.0,0.6734234520699829,50,29,,,,,1696238307.0,,,,4.260102286934853e-06,,,,,18.066277380397825,,,,0.04663700005039573,,,,352.0,,,0.0,,,,,,,,,,,,2.346205472946167,0.8856279389001429,0.0001,
,22.0,0.003331683110445738,51,29,,,,,1696238307.0,,,0.0022369299549609423,3.910856321454048e-06,,,,,74.6343287935781,,,,0.0487619040068239,,,,368.0,0.0006474240217357874,,0.0,,,,,,,,,,,0.15939670894294977,2.130983352661133,0.2143785608932376,0.0001,
10285.682688,,,52,30,3.5,13.214000000007218,0.0010444695837355765,2075741.007872,1696238308.0,4064.0,357500.0,,,791.0,2.14453125,,841037.0,,0.22999999998137355,26173.0,0.0,,2.0078125,2.109375,0.0,,,96378.01984,,341.47394789973464,,0.0027536016273055366,1116590.0,2047.0,903.778304,2.854912,5.744709306945916,48355.864576,3771.305984,,,,,15.347999999998137
,23.0,0.6709436860401183,53,30,,,,,1696238308.0,,,0.003129353979602456,4.748813807964325e-06,,,,,18.169312514907322,,,,0.04592644004151225,,,,384.0,0.0008642089087516069,,0.0,,,,,,,,,,,0.15973725309595466,2.232769250869751,0.8806056908797473,0.0001,
10285.682688,,,54,31,3.5,13.802000000010594,0.012044116088021419,2075904.299008,1696238309.0,4100.0,369921.0,0.0022664018906652927,4.749977961182594e-06,807.0,2.14453125,,865322.0,,0.23099999991245568,27168.0,0.0,0.0522118981461972,2.0078125,2.109375,0.0,,0.000694706104695797,96378.01984,,468.9202910623285,,0.07080672458994793,1146783.0,2102.0,903.84384,2.854912,0.48075040262972707,48192.565248,3771.37152,0.15912991692312062,,,,16.148000000001048
,24.0,0.003631718922406435,55,31,,,,,1696238309.0,,,,,,,,,73.41490611557779,,,,,,,,400.0,,,0.0,,,,,,,,,,,,2.322310209274292,0.21793939196504653,0.0001,
10285.682688,,,56,32,3.5,17.679000000003725,0.060976586118287004,2075834.318848,1696238310.0,4153.0,381834.0,0.002247406169772148,,825.0,2.14453125,,895881.0,,0.2319999998435378,34629.0,0.0,,2.0078125,2.109375,0.0,,,96378.01984,,2231.6193050142024,,0.05059556637906021,1178498.0,2140.0,903.806976,2.854912,0.4469870307020314,48277.929984,3771.334656,,,,,19.888000000006286
,25.0,0.6350417688954622,57,32,,,,,1696238310.0,,,,5.726935341954231e-06,,,,,18.900499071643157,,,,0.04500126000493765,,,,416.0,0.000853734090924263,,0.0,,,,,,,,,,,0.1633885968476534,2.455672025680542,0.8465384929440916,0.0001,
,26.0,0.003946701064705849,58,32,,,,,1696238310.0,,,0.0022807889617979527,4.8889778554439545e-06,,,,,74.95188486011442,,,,0.04657086101360619,,,,432.0,0.000699175987392664,,0.0,,,,,,,,,,,0.15996786602772772,2.262965440750122,0.21347028203308582,0.0001,
10285.682688,,,59,33,3.5,19.662000000011176,0.06366857529404049,2075681.30048,1696238311.0,4186.0,392528.0,,,885.0,2.09765625,,922438.0,,0.23499999986961484,38977.0,0.0,,2.0,2.10546875,0.0,,,96378.01984,,1176.5233038148497,,0.08577835915546964,1211289.0,2199.0,906.313728,2.854912,0.09122660198271602,48415.563776,3773.841408,,,,,21.88400000000547
,27.0,0.709185129031539,60,33,,,,,1696238311.0,,,0.002269336022436619,3.911089152097702e-06,,,,,17.371707736348664,,,,0.048775105038657784,,,,448.0,0.0008907490409910679,,0.0,,,,,,,,,,,0.15991359995678067,2.1846415996551514,0.9210378301795572,0.0001,
10285.682688,,,61,34,3.5,20.438000000009197,0.0023154987781417845,2075914.4448,1696238312.0,4208.0,404192.0,0.002349513117223978,,903.0,2.09765625,,946837.0,,0.23499999986961484,40541.0,0.0,,2.0,2.10546875,0.0,,,96378.023936,,406.6548733926866,,0.005788746941945616,1241431.0,2256.0,903.84384,2.854912,0.06090079559204432,48182.411264,3771.37152,,,,,22.612000000008265
,28.0,0.0035614590160548687,62,34,,,,,1696238312.0,,,,5.587004125118256e-06,,,,,71.41139467095933,,,,0.05445539206266403,,,,464.0,0.0006561540067195892,,0.0,,,,,,,,,,,0.16302577406167984,2.269782543182373,0.22405387926846743,0.0001,
,29.0,0.004121862119063735,63,34,,,,,1696238312.0,,,0.0022657730150967836,4.260102286934853e-06,,,,,74.39779499539284,,,,0.04910733690485358,,,,480.0,0.0007631501648575068,,0.0,,,,,,,,,,,0.15879775490611792,2.3250129222869873,0.21506013721227646,0.0001,
