process/memory/lib_memory_proc_MB,01_general/step,02_timing/dataload_time_s,_step,_runtime,memory/used_memory_sys_percent,disk/time/disk_read_time_sys_s,bandwidth/net_recv_sys_bandwidth_Mbits,memory/available_memory_sys_MB,_timestamp,disk/counter/disk_write_sys_count,cpu/interrupts/soft_interrupts_count,02_timing/dataload_cuda_move_time_s,02_timing/opt_step_time_s,process/voluntary_proc_ctx_switches,cpu/load/avg_sys_load_one_min_percent,memory/total_memory_sys_MB,cpu/interrupts/interrupts_count,01_general/step_based_sps,disk/time/disk_write_time_sys_s,disk/counter/disk_read_sys_count,process/memory/dirty_pages_proc_count,02_timing/backward_time_s,cpu/load/avg_sys_load_five_min_percent,cpu/load/avg_sys_load_fifteen_min_percent,process/memory/data_resident_set_proc_MB,01_general/locally_processed_samples,02_timing/loss_calc_time_s,process/memory/virtual_memory_size_proc_MB,01_general/dataset_iteration_count,bandwidth/disk_read_sys_bandwidth_MBs,cpu/logical_core_count,bandwidth/net_sent_sys_bandwidth_Mbits,cpu/interrupts/ctx_switches_count,process/involuntary_proc_ctx_switches,process/memory/shared_memory_proc_MB,process/memory/text_resident_set_proc_MB,bandwidth/disk_write_sys_bandwidth_MBs,memory/used_memory_sys_MB,process/memory/resident_set_size_proc_MB,02_timing/forward_time_s,01_general/minibatch_loss,02_timing/step_time_s,01_general/lr,disk/time/disk_busy_time_sys_s
10285.682688,,,64,35,3.5,22.08400000000256,0.011822999753949834,2075995.439104,1696238313.0,4217.0,416160.0,0.0036409380845725536,3.7709251046180725e-06,965.0,2.09765625,,973121.0,,0.23499999986961484,43857.0,0.0,0.04805246205069125,2.0,2.10546875,0.0,,0.0006791320629417896,96378.01984,,882.0448440176209,,0.07110396309905335,1271938.0,2341.0,903.806976,2.854912,0.036417365837412716,48124.440576,3771.334656,0.15962397097609937,,,,24.09200000000419
,30.0,0.00298226997256279,65,35,,,,,1696238313.0,,,,,,,,,74.42464721528033,,,,,,,,496.0,,,0.0,,,,,,,,,,,,2.372455596923828,0.21498254407197237,0.0001,
,31.0,0.003445524023845792,66,35,,,,,1696238313.0,,,0.0013231330085545778,4.259869456291199e-06,,,,,58.370636819645995,,,,0.04150426387786865,,,,504.0,0.0006829730700701475,,0.0,,,,,,,,,,,0.09009505808353424,2.2092854976654053,0.1370552119333297,0.0001,
10285.756416,,,67,36,3.5,23.018000000010943,0.0010443447235976614,2076498.464768,1696238314.0,4272.0,432393.0,,,991.0,2.09765625,,1011757.0,,0.238999999826774,45433.0,0.0,,2.0,2.10546875,0.0,,,96370.335744,,700.7545493648603,,0.0027532724505786098,1317074.0,2400.0,898.883584,2.854912,0.860793222606136,47636.832256,3766.505472,,,,,25.27599999999802
10285.756416,,,68,37,3.5,23.20800000001327,0.010752010613839366,2076344.50432,1696238315.0,4291.0,445438.0,,,991.0,2.09765625,,1045110.0,,0.238999999826774,45798.0,0.0,,2.0,2.10546875,0.0,,,96370.335744,,104.6603243236939,,0.07690059357356863,1364017.0,2400.0,898.883584,2.854912,0.048573790853091915,47790.7968,3766.505472,,,,,25.5
10285.809664,,,69,38,3.5,24.002000000007683,0.0,2076263.899136,1696238316.0,4333.0,459131.0,,,991.0,2.2421875,,1075732.0,,0.2409999999217689,47362.0,0.0,,2.03125,2.11328125,0.0,,,96370.335744,,407.29576053518537,,0.0011234975094218465,1404018.0,2400.0,898.883584,2.854912,0.15190952961568543,47840.657408,3766.505472,,,,,26.252000000007683
10285.809664,,,70,39,3.5,24.085000000006403,0.010710485048277417,2076253.851648,1696238317.0,4352.0,473157.0,0.0022274309303611517,5.797017365694046e-06,1003.0,2.2421875,,1112106.0,,0.24199999985285103,47493.0,0.0,0.05823657102882862,2.03125,2.11328125,0.0,,0.000954583054408431,96393.396224,,37.556730795392625,,0.04910223845290079,1462366.0,2434.0,906.715136,2.854912,0.04856473981413057,47819.96032,3774.799872,0.18947299988940358,,,,26.372000000003027
,0.0,3.114564023911953,71,39,,,,,1696238317.0,,,,,,,,,4.754177234738783,,,,,,,,520.0,,,1.0,,,,,,,,,,,,2.237272262573242,3.3654614058323205,0.0001,
,1.0,0.0031270491890609264,72,39,,,,,1696238317.0,,,0.002160104922950268,3.911089152097702e-06,,,,,75.2607054037679,,,,0.04524633102118969,,,,536.0,0.0010422340128570795,,1.0,,,,,,,,,,,0.1610147098544985,2.0980303287506104,0.21259434008970857,0.0001,
10285.809664,,,73,40,3.5,24.621000000013737,0.0010443626960497158,2076177.883136,1696238318.0,4397.0,485731.0,,,1019.0,2.2421875,,1142891.0,,0.2430000000167638,48420.0,0.0,,2.03125,2.11328125,0.0,,,96393.396224,,456.0297703441207,,0.0027533198419829588,1507187.0,2479.0,904.200192,2.854912,0.17418703921985193,47911.297024,3772.284928,,,,,27.148000000001048
,2.0,0.6540429228916764,74,40,,,,,1696238318.0,,,0.002668685046955943,7.194001227617264e-06,,,,,18.357394452923486,,,,0.054604782024398446,,,,552.0,0.0007241792045533657,,1.0,,,,,,,,,,,0.15953562199138105,2.183196544647217,0.8715833851601928,0.0001,
10285.973504,,,75,41,3.5,25.429000000003725,0.012711332096413942,2076210.09408,1696238319.0,4438.0,498187.0,0.0023767498787492514,4.889210686087608e-06,1040.0,2.2421875,,1174741.0,,0.24499999987892807,49799.0,0.0,0.05042243911884725,2.03125,2.11328125,0.0,,0.0009421519935131073,96378.18368,,680.7133280280805,,0.06702554735601866,1550214.0,2551.0,904.237056,2.854912,0.1358409787195876,47878.684672,3772.583936,0.16153725795447826,,,,28.236000000004424
,3.0,0.003693109145388007,76,41,,,,,1696238319.0,,,,,,,,,73.06716880780833,,,,,,,,568.0,,,1.0,,,,,,,,,,,,2.017974376678467,0.21897659730166197,0.0001,
10285.973504,,,77,42,3.5,26.79000000000815,0.001044937270479616,2076184.236032,1696238320.0,4452.0,509375.0,0.0017666220664978027,4.749046638607979e-06,1048.0,2.2421875,,1206115.0,,0.24499999987892807,52702.0,0.0,0.053319992031902075,2.03125,2.11328125,0.0,,0.0008416508790105581,96378.18368,,995.3092122580838,,0.0027548346291201516,1593994.0,2577.0,904.06912,2.854912,0.042557444967323776,47905.349632,3772.416,0.15960043505765498,,,,29.851999999998952
,4.0,0.6956126268487424,78,42,,,,,1696238320.0,,,,,,,,,17.560301715244815,,,,,,,,584.0,,,1.0,,,,,,,,,,,,2.505225896835327,0.9111460759304464,0.0001,
,5.0,0.004596569109708071,79,42,,,,,1696238320.0,,,0.0022527130786329508,6.146030500531197e-06,,,,,73.69615667712876,,,,0.047558828024193645,,,,600.0,0.0009276249911636114,,1.0,,,,,,,,,,,0.16176577704027295,2.394075632095337,0.21710765827447176,0.0001,
10285.973504,,,80,43,3.5,27.25700000001234,0.010311605524782625,2076200.738816,1696238321.0,4505.0,521688.0,,,1066.0,2.3125,,1236460.0,,0.2459999998100102,53545.0,0.0,,2.05078125,2.12109375,0.0,,,96378.18368,,404.6377361056291,,0.06618925266841916,1635990.0,2631.0,906.706944,2.854912,0.17246774428234896,47888.416768,3775.053824,,,,,30.49199999999837
,6.0,0.7067646589130163,81,43,,,,,1696238321.0,,,0.0020050581078976393,3.2829120755195618e-06,,,,,17.3801133166422,,,,0.05120339780114591,,,,616.0,0.0008829270955175161,,1.0,,,,,,,,,,,0.15973306191153824,2.3240275382995605,0.9205923867411911,0.0001,
10286.256128,,,82,44,3.5,27.92400000001362,0.0017934524527536873,2076167.913472,1696238322.0,4539.0,534059.0,0.0025236259680241346,5.726935341954231e-06,1081.0,2.3125,,1267648.0,,0.24899999983608723,54869.0,0.0,0.04874968319199979,2.05078125,2.12109375,0.0,,0.001363920047879219,96378.466304,,344.5460228897322,,0.004602665584436603,1677973.0,2688.0,904.237056,2.854912,0.09548150674758758,47920.76288,3772.74368,0.16280710301361978,,,,31.144000000000233
,7.0,0.005410213954746723,83,44,,,,,1696238322.0,,,,,,,,,72.44399264105958,,,,,,,,632.0,,,1.0,,,,,,,,,,,,2.154738664627075,0.2208602731116116,0.0001,
10286.256128,,,84,45,3.5,27.92400000001362,0.010914468687582831,2076146.106368,1696238323.0,4553.0,544981.0,0.00271373288705945,,1091.0,2.3125,,1294261.0,,0.24899999983608723,54869.0,0.0,,2.05078125,2.12109375,0.0,,,96393.842688,,0.0,,0.06988908693793286,1717955.0,2720.0,904.208384,2.854912,0.042642575008031446,47957.876736,3772.715008,,,,,31.176000000006752
,8.0,0.6682283480186015,85,45,,,,,1696238323.0,,,,6.216112524271011e-06,,,,,18.123447483874987,,,,0.05075627705082297,,,,648.0,0.0010817628353834152,,1.0,,,,,,,,,,,0.16004790388979018,2.0161542892456055,0.8828342407941818,0.0001,
,9.0,0.0031919318716973066,86,45,,,,,1696238323.0,,,0.0023386171087622643,4.3299514800310135e-06,,,,,75.28118317830074,,,,0.04402027605101466,,,,664.0,0.0011294649448245764,,1.0,,,,,,,,,,,0.1618518908508122,2.5930817127227783,0.21253651077859104,0.0001,
10286.256128,,,87,46,3.5,27.92400000001362,0.0010459065127750814,2076136.61184,1696238324.0,4639.0,558736.0,,,1105.0,2.3125,,1323473.0,,0.25199999986216426,54869.0,0.0,,2.05078125,2.12109375,0.0,,,96378.466304,,0.0,,0.002757389894797974,1756536.0,2783.0,904.003584,2.854912,0.5639020795880589,47952.437248,3772.510208,,,,,31.24800000000687
,10.0,0.7432291428558528,88,47,,,,,1696238325.0,,,0.0026931290049105883,6.634974852204323e-06,,,,,16.674882575387166,,,,0.05177846597507596,,,,680.0,0.0008736380841583014,,1.0,,,,,,,,,,,0.16094598593190312,2.187269687652588,0.959526996826753,0.0001,
10286.256128,,,89,47,3.5,27.953000000008615,0.011075590178340637,2076279.76704,1696238325.0,4676.0,572829.0,0.002022169064730406,,1123.0,2.3125,,1351865.0,,0.25199999986216426,54913.0,0.0,,2.05078125,2.12109375,0.0,,,96378.466304,,11.430706739717069,,0.06999741280225485,1796827.0,2830.0,904.200192,2.854912,0.13192399503913801,47808.872448,3772.706816,,,,,31.343999999997322
,11.0,0.0038066008128225803,90,47,,,,,1696238325.0,,,,6.285961717367172e-06,,,,,72.90273233204105,,,,0.05066869710572064,,,,696.0,0.001065421150997281,,1.0,,,,,,,,,,,0.16190133802592754,2.148423910140991,0.21947051212191582,0.0001,
10286.256128,,,91,48,3.5,27.953000000008615,0.051986527404717604,2076172.996608,1696238326.0,4698.0,585010.0,,,1133.0,2.25390625,,1379740.0,,0.25300000002607703,54913.0,0.0,,2.04296875,2.1171875,0.0,,,96393.842688,,0.0,,0.017339389542761954,1837169.0,2861.0,904.200192,2.854912,0.06075113694148067,47916.064768,3772.706816,,,,,31.38400000000547
,12.0,0.6642762701958418,92,48,,,,,1696238326.0,,,0.0016346920747309923,5.237990990281105e-06,,,,,18.268100258952693,,,,0.048481215024366975,,,,712.0,0.001185965957120061,,1.0,,,,,,,,,,,0.1602602901402861,2.4135091304779053,0.8758436713833362,0.0001,
,13.0,0.0031294941436499357,93,49,,,,,1696238327.0,,,0.0023707440122962,4.3299514800310135e-06,,,,,73.48277245622556,,,,0.05001030792482197,,,,728.0,0.0009811229538172483,,1.0,,,,,,,,,,,0.161242111120373,2.1585190296173096,0.2177381101064384,0.0001,
10286.256128,,,94,49,3.5,27.953000000008615,0.011314392483553258,2076223.77472,1696238327.0,4707.0,605983.0,,,1161.0,2.25390625,,1420021.0,,0.25300000002607703,54913.0,0.0,,2.04296875,2.1171875,0.0,,,96393.842688,,0.0,,0.06677151957674621,1889347.0,2936.0,904.17152,2.854912,0.036433764594412645,47865.319424,3772.68224,,,,,31.40799999999581
10286.256128,,,95,50,3.5,27.953000000008615,0.0018534518015730916,2076262.551552,1696238328.0,4760.0,618705.0,0.002621541963890195,3.772089257836342e-06,1169.0,2.25390625,,1446680.0,,0.2559999998193234,54913.0,0.0,0.0506809891667217,2.04296875,2.1171875,0.0,,0.0010011671110987663,96393.842688,,0.0,,0.0037544280068536034,1925272.0,2973.0,906.715136,2.854912,0.446095753158787,47811.518464,3775.26272,0.1606839441228658,,,,31.456000000005588
,14.0,0.7035841809120029,96,50,,,,,1696238328.0,,,,,,,,,17.418272465237603,,,,,,,,744.0,,,1.0,,,,,,,,,,,,2.292917490005493,0.9185755953658372,0.0001,
,15.0,0.003081374103203416,97,50,,,,,1696238328.0,,,0.002145577920600772,3.2829120755195618e-06,,,,,74.20875985013241,,,,0.04882615897804499,,,,760.0,0.0009831481147557497,,1.0,,,,,,,,,,,0.16056842706166208,2.0063204765319824,0.21560796909034252,0.0001,
10286.256128,,,98,51,3.5,27.953000000008615,0.011023332810389393,2076185.567232,1696238329.0,4803.0,631680.0,,,1179.0,2.25390625,,1469670.0,,0.2579999999143183,54913.0,0.0,,2.04296875,2.1171875,0.0,,,96393.842688,,0.0,,0.06616371996537404,1954687.0,3013.0,904.06912,2.854912,0.18016902271625526,47903.543296,3772.616704,,,,,31.551999999996042
,16.0,0.6924931211397052,99,51,,,,,1696238329.0,,,0.0026302027981728315,4.749046638607979e-06,,,,,17.682940549329302,,,,0.04722205502912402,,,,776.0,0.001363431103527546,,1.0,,,,,,,,,,,0.16111332504078746,2.275460720062256,0.9048268841579556,0.0001,
10286.522368,,,100,52,3.5,27.953000000008615,0.0015673430503947525,2076288.79872,1696238330.0,4817.0,642713.0,0.00225334195420146,4.330184310674667e-06,1204.0,2.25390625,,1492307.0,,0.25899999984540045,54913.0,0.0,0.05053600016981363,2.04296875,2.1171875,0.0,,0.0012067079078406096,96378.728448,,0.0,,0.004385394187481019,1983857.0,3089.0,906.706944,2.854912,0.04255573820342595,47800.324096,3775.254528,0.16164348600432277,,,,31.57600000000093
,17.0,0.0034687810111790895,101,52,,,,,1696238330.0,,,,,,,,,73.02180043985854,,,,,,,,792.0,,,1.0,,,,,,,,,,,,2.194312334060669,0.21911264723166823,0.0001,
10286.522368,,,102,53,3.5,27.953000000008615,0.012005398826438456,2076175.601664,1696238331.0,5727.0,653261.0,0.0020776931196451187,3.3529940992593765e-06,1216.0,2.1953125,,1514067.0,,0.3119999999180436,54913.0,0.0,0.04561858205124736,2.03515625,2.11328125,0.0,,0.0010372751858085394,96394.104832,,0.0,,0.06907660830042194,2012444.0,3120.0,904.142848,2.854912,4.878867292131812,47913.099264,3772.694528,0.16087656514719129,,,,31.664000000004307
,18.0,0.646215801127255,103,53,,,,,1696238331.0,,,,,,,,,18.69531759179741,,,,,,,,808.0,,,1.0,,,,,,,,,,,,2.2332329750061035,0.8558292696252465,0.0001,
,19.0,0.003255068091675639,104,53,,,,,1696238331.0,,,0.0019379411824047565,4.190951585769653e-06,,,,,73.62848729636367,,,,0.049332713009789586,,,,824.0,0.0012743850238621235,,1.0,,,,,,,,,,,0.1615028961095959,2.4697933197021484,0.21730719436891377,0.0001,
10286.53056,,,105,54,3.5,27.953000000008615,0.001788373660127289,2076163.91168,1696238332.0,5772.0,663118.0,,,1226.0,2.1953125,,1534932.0,,0.31499999994412065,54913.0,0.0,,2.03515625,2.11328125,0.0,,,96378.728448,,0.0,,0.004273105203483991,2041217.0,3168.0,904.200192,2.854912,0.1255976386529929,47925.22752,3772.751872,,,,,31.736000000004424
,20.0,0.7095999838784337,106,54,,,,,1696238332.0,,,0.0021066770423203707,3.3529940992593765e-06,,,,,17.365277860658175,,,,0.04575204802677035,,,,840.0,0.0010064048692584038,,1.0,,,,,,,,,,,0.16291039786301553,2.069671630859375,0.9213788646738976,0.0001,
10286.53056,,,107,55,3.5,28.421000000002095,0.005240843959499465,2076260.724736,1696238333.0,5810.0,675878.0,0.001766132889315486,3.2819807529449463e-06,1244.0,2.1953125,,1582764.0,,0.3159999998752028,55838.0,0.0,0.04388736910186708,2.03515625,2.11328125,0.0,,0.0015766548458486795,96378.728448,,245.43361419161022,,0.06919502164240666,2071450.0,3232.0,906.706944,2.854912,0.09757498921465406,47827.898368,3775.393792,0.16321455291472375,,,,32.19999999999709
,21.0,0.0035414849407970905,108,55,,,,,1696238333.0,,,,,,,,,74.77003191342439,,,,,,,,856.0,,,1.0,,,,,,,,,,,,2.346205472946167,0.21398947667330503,0.0001,
10286.534656,,,109,56,3.5,28.67300000000978,0.007014000856801558,2076145.905664,1696238334.0,5847.0,685487.0,0.0045186958741396666,4.81889583170414e-06,1254.0,2.1953125,,1604775.0,,0.3159999998752028,56341.0,0.0,0.04802704090252519,2.03515625,2.11328125,0.0,,0.001131000928580761,96378.728448,,125.91458079488604,,0.003812820397122559,2099865.0,3263.0,906.706944,2.854912,0.22775247484555075,47943.233536,3775.393792,0.16066969581879675,,,,32.479999999995925
,22.0,0.6608982819598168,110,56,,,,,1696238334.0,,,,,,,,,18.280501013164848,,,,,,,,872.0,,,1.0,,,,,,,,,,,,2.130983352661133,0.8752495343796909,0.0001,
,23.0,0.003641776042059064,111,56,,,,,1696238334.0,,,0.0019672741182148457,6.634974852204323e-06,,,,,75.19168887942212,,,,0.0446859288495034,,,,888.0,0.0011495789512991905,,1.0,,,,,,,,,,,0.16133828205056489,2.232769250869751,0.2127894749864936,0.0001,
10286.538752,,,112,57,3.5,29.956000000005588,0.010837469504283947,2076164.46464,1696238335.0,5899.0,696674.0,,,1270.0,2.1953125,,1628595.0,,0.3179999999701977,57986.0,0.0,,2.03515625,2.11328125,0.0,,,96378.728448,,786.4162937042083,,0.06792062696103456,2130783.0,3321.0,903.74144,2.854912,0.1787309772373521,47924.666368,3772.428288,,,,,34.096000000005006
,24.0,0.6697948768269271,113,58,,,,,1696238336.0,,,0.0022834439296275377,5.307141691446304e-06,,,,,18.069888262556777,,,,0.05172413005493581,,,,904.0,0.0009038790594786406,,1.0,,,,,,,,,,,0.16073932801373303,2.322310209274292,0.8854509650263935,0.0001,
10286.538752,,,114,58,3.5,30.68100000001141,0.0015673515547860691,2076311.031808,1696238336.0,5993.0,708338.0,0.0020880980882793665,4.190951585769653e-06,1290.0,2.3671875,,1654722.0,,0.325999999884516,58885.0,0.0,0.046671152114868164,2.0703125,2.125,0.0,,0.0009531171526759863,96378.728448,,437.3294597498712,,0.004385417982596096,2161163.0,3380.0,904.200192,2.854912,1.086190457401714,47778.07872,3772.88704,0.16101219598203897,,,,35.02400000000489
,25.0,0.0034617269411683083,115,58,,,,,1696238336.0,,,,,,,,,74.69986484961007,,,,,,,,920.0,,,1.0,,,,,,,,,,,,2.455672025680542,0.21419048123061657,0.0001,
10286.542848,,,116,59,3.5,31.622000000003027,0.012636498974027726,2076187.148288,1696238337.0,6007.0,718700.0,0.003188089933246374,,1301.0,2.3671875,,1678401.0,,0.325999999884516,59885.0,0.0,,2.0703125,2.125,0.0,,0.0010080807842314243,96394.104832,,475.1687063280016,,0.07157770507410594,2189253.0,3415.0,904.208384,2.854912,0.0426988170687686,47902.244864,3772.895232,0.16283043008297682,,,,36.12799999999697
,26.0,0.6580772050656378,117,59,,,,,1696238337.0,,,,3.911089152097702e-06,,,,,18.399678299417154,,,,0.044472703943029046,,,,936.0,,,1.0,,,,,,,,,,,,2.262965440750122,0.8695804208982736,0.0001,
,27.0,0.003250806825235486,118,60,,,,,1696238338.0,,,0.0020642830058932304,4.400033503770828e-06,,,,,74.23790612871758,,,,0.047067078994587064,,,,952.0,0.0014290811959654093,,1.0,,,,,,,,,,,0.16170766996219754,2.1846415996551514,0.2155233200173825,0.0001,
10286.546944,,,119,60,3.5,32.25100000000384,0.0018510935163737093,2076172.45184,1696238338.0,6058.0,732400.0,,,1316.0,2.3671875,,1706610.0,,0.32699999981559813,60625.0,0.0,,2.0703125,2.125,0.0,,,96394.104832,,351.56221189889607,,0.0037496509676054317,2230121.0,3476.0,904.17152,2.854912,0.27136714859106364,47916.662784,3772.858368,,,,,36.927999999999884
,28.0,0.6963583170436323,120,61,,,,,1696238339.0,,,0.0029183661099523306,6.285030394792557e-06,,,,,17.473222588098633,,,,0.05419635307043791,,,,968.0,0.0011361700017005205,,1.0,,,,,,,,,,,0.1610713500995189,2.269782543182373,0.9156868413556367,0.0001,
10286.706688,,,121,61,3.5,32.420000000012806,0.0015663937273577933,2076365.959168,1696238339.0,6094.0,745709.0,0.0022031969856470823,,1333.0,2.3671875,,1735357.0,,0.32999999984167516,60785.0,0.0,,2.0703125,2.125,0.0,,0.0008856509812176228,96386.58048,,81.6575289264421,,0.00438273800080429,2269519.0,3533.0,904.208384,2.854912,0.44555198189391926,47730.417664,3772.899328,0.1598328638356179,,,,37.19999999999709
,29.0,0.0033223240170627832,122,61,,,,,1696238339.0,,,,5.30807301402092e-06,,,,,74.43681057341611,,,,0.04869807092472911,,,,984.0,,,1.0,,,,,,,,,,,,2.3250129222869873,0.21494741481728852,0.0001,
,30.0,0.0035259800497442484,123,62,,,,,1696238340.0,,,0.002726093865931034,3.771856427192688e-06,,,,,74.4175400384656,,,,0.049223690992221236,,,,1000.0,0.0006560839246958494,,1.0,,,,,,,,,,,0.15886745508760214,2.372455596923828,0.2150030757766217,0.0001,
,31.0,0.003315409878268838,124,62,,,,,1696238340.0,,,0.0012139019090682268,2.8640497475862503e-06,,,,,59.28999089260153,,,,0.03902247198857367,,,,1008.0,0.0006511250976473093,,1.0,,,,,,,,,,,0.09072425286285579,2.2092854976654053,0.13493002578616142,0.0001,
10286.71488,,,125,62,3.5,33.21700000000419,0.0010460675649743743,2076324.093952,1696238340.0,6135.0,757627.0,,,1350.0,2.3671875,,1765558.0,,0.33100000000558794,61626.0,0.0,,2.0703125,2.125,0.0,,,96371.204096,,401.46272741394984,,0.0031382027028345047,2316505.0,3612.0,899.022848,2.854912,0.4382072145180272,47803.723776,3767.713792,,,,,38.22400000000198
10286.71488,,,126,63,3.5,33.91500000000815,0.0525990735317965,2076467.154944,1696238341.0,6148.0,775088.0,,,1364.0,2.33203125,,1800988.0,,0.33199999993667006,62583.0,0.0,,2.0703125,2.125,0.0,,,96371.204096,,489.58751083486294,,0.020058901476687627,2350760.0,3632.0,899.014656,2.854912,0.03859434036775219,47668.137984,3767.820288,,,,,39.244000000006054
10286.71488,,,127,64,3.5,35.17400000001362,0.0012680837792465396,2076349.44,1696238342.0,6216.0,789538.0,,,1364.0,2.33203125,,1831642.0,,0.3329999998677522,67934.0,0.0,,2.0703125,2.125,0.0,,,96371.204096,,837.7387519152787,,0.0025837206993757425,2390338.0,3632.0,899.014656,2.854912,0.4078157484745087,47755.108352,3767.820288,,,,,40.67200000000594
10286.71488,,,128,65,3.5,37.37300000000687,0.0005236598318347961,2076091.039744,1696238343.0,6239.0,798329.0,,,1364.0,2.33203125,,1856952.0,,0.3349999999627471,72482.0,0.0,,2.0703125,2.125,0.0,,,96371.204096,,1181.3258003996507,,0.001126662061398023,2418244.0,3632.0,899.014656,2.854912,0.0507791375733702,48013.508608,3767.820288,,,,,42.60800000000745
,0.0,3.1492647549603134,129,66,,,,,1696238344.0,,,0.0023943500127643347,5.726935341954231e-06,,,,,4.703878219941255,,,,0.058440715074539185,,,,1024.0,0.0010054970625787973,,2.0,,,,,,,,,,,0.19033755897544324,2.237272262573242,3.401448603020981,0.0001,
10286.718976,,,130,66,3.5,37.78900000000431,0.001566174020893767,2076347.957248,1696238344.0,6285.0,809464.0,0.0020886571146547794,2.862885594367981e-06,1382.0,2.33203125,,1887245.0,,0.33699999982491136,73319.0,0.0,0.045682975091040134,2.0703125,2.125,0.0,,0.0013455520384013653,96378.888192,,211.37261749527292,,0.004318843508186464,2448154.0,3703.0,906.706944,2.854912,0.3381670252988949,47741.198336,3775.913984,0.1617109519429505,,,,43.04799999999523
,1.0,0.0031512149143964052,131,66,,,,,1696238344.0,,,,,,,,,74.77256965370606,,,,,,,,1040.0,,,2.0,,,,,,,,,,,,2.0980303287506104,0.21398221398703754,0.0001,
10286.723072,,,132,67,3.5,39.33200000000943,0.0010464227087811188,2076270.87872,1696238345.0,6306.0,820293.0,0.0024609090760350227,4.610046744346619e-06,1398.0,2.33203125,,1913466.0,,0.33899999991990626,76437.0,0.0,0.051663090009242296,2.0703125,2.125,0.0,,0.0014792270958423615,96394.264576,,814.8875411543646,,0.0027587507751762846,2476509.0,3730.0,905.58464,2.854912,0.095383018065099,47817.863168,3774.939136,0.1621880349703133,,,,44.42399999999907
