03_hivemind/estimated_current_samples,03_hivemind/optimistic_total_samples_per_second,03_hivemind/num_peers,03_hivemind/global_samples_accumulated,_step,03_hivemind/eta_next_epoch_s,_runtime,03_hivemind/global_epoch,03_hivemind/next_fetch_time_s,03_hivemind/actual_total_samples_per_second,_timestamp,03_hivemind/num_clients,04_peers/peer_1_samples_accumulated,04_peers/peer_1_epoch,04_peers/peer_1_samples_per_second,04_peers/peer_1_epoch_oos,04_peers/peer_2_samples_accumulated,04_peers/peer_2_epoch,04_peers/peer_2_epoch_oos,04_peers/peer_2_samples_per_second,03_hivemind/epoch_s,03_hivemind/undershot_TBS,03_hivemind/total_training_samples,03_hivemind/per_epoch_training_samples,03_hivemind/reached_TBS,03_hivemind/epoch_based_sps,03_hivemind/overshot_TBS
9,0.20080735674923506,1,9,0,1229.44,36,0,10.0,0.20080735674923506,1696112295,0,,,,,,,,,,,,,,,
15,0.36378902356359105,1,15,1,661.69,37,0,10.0,0.36378902356359105,1696112296,0,9.0,0.0,0.2,0.0,,,,,,,,,,,
24,0.6568818997092677,1,24,2,352.73,38,0,10.0,0.6568818997092677,1696112297,0,15.0,0.0,0.36,0.0,,,,,,,,,,,
37,1.7029088592170005,2,36,3,128.66,40,0,10.0,1.7029088592170005,1696112299,0,24.0,0.0,0.66,0.0,,,,,,,,,,,
49,2.434980080619306,2,48,4,84.85,41,0,10.0,2.434980080619306,1696112300,0,30.0,0.0,0.89,0.0,6.0,0.0,0.0,0.82,,,,,,,
62,3.2953309516603215,2,60,5,58.94,42,0,10.0,3.2953309516603215,1696112301,0,39.0,0.0,1.28,0.0,9.0,0.0,0.0,1.15,,,,,,,
72,3.845506224841694,2,69,6,47.77,43,0,10.0,3.845506224841694,1696112302,0,45.0,0.0,1.58,0.0,15.0,0.0,0.0,1.72,,,,,,,
87,4.743382226894813,2,84,7,35.71,45,0,10.0,4.743382226894813,1696112304,0,51.0,0.0,1.89,0.0,18.0,0.0,0.0,1.95,,,,,,,
99,5.400930828824562,2,96,8,29.13,46,0,10.0,5.400930828824562,1696112305,0,60.0,0.0,2.4,0.0,24.0,0.0,0.0,2.35,,,,,,,
110,5.873412652065351,2,105,9,24.89,47,0,9.96,5.873412652065351,1696112306,0,66.0,0.0,2.74,0.0,30.0,0.0,0.0,2.67,,,,,,,
123,6.583393600525471,2,120,10,20.16,48,0,8.06,6.583393600525471,1696112307,0,72.0,0.0,3.07,0.0,33.0,0.0,0.0,2.8,,,,,,,
135,6.986604669229868,2,129,11,17.36,49,0,6.95,6.986604669229868,1696112308,0,81.0,0.0,3.57,0.0,39.0,0.0,0.0,3.02,,,,,,,
148,7.575795522737917,2,144,12,14.27,51,0,5.71,7.575795522737917,1696112310,0,87.0,0.0,3.87,0.0,42.0,0.0,0.0,3.12,,,,,,,
160,7.939101932904898,2,156,13,12.11,52,0,4.84,7.939101932904898,1696112311,0,96.0,0.0,4.29,0.0,48.0,0.0,0.0,3.29,,,,,,,
172,8.214499553300588,2,165,14,10.28,53,0,4.11,8.214499553300588,1696112312,0,102.0,0.0,4.52,0.0,54.0,0.0,0.0,3.42,,,,,,,
184,8.557712271211606,2,180,15,8.41,54,0,3.36,8.557712271211606,1696112313,0,108.0,0.0,4.74,0.0,57.0,0.0,0.0,3.47,,,,,,,
196,8.74522675722659,2,189,16,6.89,55,0,2.76,8.74522675722659,1696112314,0,117.0,0.0,4.99,0.0,63.0,0.0,0.0,3.56,,,,,,,
208,8.919945655337772,2,201,17,5.41,57,0,2.17,8.919945655337772,1696112316,0,123.0,0.0,5.14,0.0,66.0,0.0,0.0,3.61,,,,,,,
220,9.123996085724889,2,216,18,3.95,58,0,1.58,9.123996085724889,1696112317,0,129.0,0.0,5.25,0.0,72.0,0.0,0.0,3.67,,,,,,,
232,9.234363510901275,2,225,19,2.62,59,0,1.05,9.234363510901275,1696112318,0,138.0,0.0,5.39,0.0,78.0,0.0,0.0,3.73,,,,,,,
244,9.391579868676684,2,240,20,1.26,60,0,0.51,9.391579868676684,1696112319,0,144.0,0.0,5.47,0.0,81.0,0.0,0.0,3.77,,,,,,,
256,9.469690448610232,2,249,21,0.0,62,0,0.5,9.469690448610232,1696112321,0,153.0,0.0,5.59,0.0,87.0,0.0,0.0,3.8,,,,,,,
268,9.521133745046512,2,261,22,0.0,63,0,0.5,9.521133745046512,1696112322,0,159.0,0.0,5.64,0.0,90.0,0.0,0.0,3.83,,,,,,,
279,9.521133745046512,2,261,23,0.0,64,0,0.5,9.521133745046512,1696112323,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
291,9.521133745046512,2,261,24,0.0,65,0,0.5,9.521133745046512,1696112324,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
303,9.521133745046512,2,261,25,0.0,66,0,0.5,9.521133745046512,1696112325,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
314,9.521133745046512,2,261,26,0.0,68,0,0.5,9.521133745046512,1696112327,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
326,9.521133745046512,2,261,27,0.0,69,0,0.5,9.521133745046512,1696112328,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
337,9.521133745046512,2,261,28,0.0,70,0,0.5,9.521133745046512,1696112329,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
349,9.521133745046512,2,261,29,0.0,71,0,0.5,9.521133745046512,1696112330,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
360,9.521133745046512,2,261,30,0.0,72,0,0.5,9.521133745046512,1696112331,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
372,9.521133745046512,2,261,31,0.0,74,0,0.5,9.521133745046512,1696112333,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
383,9.521133745046512,2,261,32,0.0,75,0,0.5,9.521133745046512,1696112334,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
395,9.521133745046512,2,261,33,0.0,76,0,0.5,9.521133745046512,1696112335,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
407,9.521133745046512,2,261,34,0.0,77,0,0.5,9.521133745046512,1696112336,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
418,9.521133745046512,2,261,35,0.0,78,0,0.5,9.521133745046512,1696112337,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
430,9.521133745046512,2,261,36,0.0,80,0,0.5,9.521133745046512,1696112339,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
441,9.521133745046512,2,261,37,0.0,81,0,0.5,9.521133745046512,1696112340,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
453,9.521133745046512,2,261,38,0.0,82,0,0.5,9.521133745046512,1696112341,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
464,9.521133745046512,2,261,39,0.0,83,0,0.5,9.521133745046512,1696112342,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
476,9.521133745046512,2,261,40,0.0,85,0,0.5,9.521133745046512,1696112344,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
488,9.521133745046512,2,261,41,0.0,86,0,0.5,9.521133745046512,1696112345,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
499,9.521133745046512,2,261,42,0.0,87,0,0.5,9.521133745046512,1696112346,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
511,9.521133745046512,2,261,43,0.0,88,0,0.5,9.521133745046512,1696112347,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
522,9.521133745046512,2,261,44,0.0,89,0,0.5,9.521133745046512,1696112348,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
534,9.521133745046512,2,261,45,0.0,91,0,0.5,9.521133745046512,1696112350,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
545,9.521133745046512,2,261,46,0.0,92,0,0.5,9.521133745046512,1696112351,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
557,9.521133745046512,2,261,47,0.0,93,0,0.5,9.521133745046512,1696112352,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
568,9.521133745046512,2,261,48,0.0,94,0,0.5,9.521133745046512,1696112353,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
580,9.521133745046512,2,261,49,0.0,95,0,0.5,9.521133745046512,1696112354,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
591,9.521133745046512,2,261,50,0.0,97,0,0.5,9.521133745046512,1696112356,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
603,9.521133745046512,2,261,51,0.0,98,0,0.5,9.521133745046512,1696112357,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
614,9.521133745046512,2,261,52,0.0,99,0,0.5,9.521133745046512,1696112358,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
626,9.521133745046512,2,261,53,0.0,100,0,0.5,9.521133745046512,1696112359,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
638,9.521133745046512,2,261,54,0.0,102,0,0.5,9.521133745046512,1696112361,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
649,9.521133745046512,2,261,55,0.0,103,0,0.5,9.521133745046512,1696112362,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
661,9.521133745046512,2,261,56,0.0,104,0,0.5,9.521133745046512,1696112363,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
672,9.521133745046512,2,261,57,0.0,105,0,0.5,9.521133745046512,1696112364,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
684,9.521133745046512,2,261,58,0.0,106,0,0.5,9.521133745046512,1696112365,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
695,9.521133745046512,2,261,59,0.0,108,0,0.5,9.521133745046512,1696112367,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
707,9.521133745046512,2,261,60,0.0,109,0,0.5,9.521133745046512,1696112368,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
718,9.521133745046512,2,261,61,0.0,110,0,0.5,9.521133745046512,1696112369,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
730,9.521133745046512,2,261,62,0.0,111,0,0.5,9.521133745046512,1696112370,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
741,9.521133745046512,2,261,63,0.0,112,0,0.5,9.521133745046512,1696112371,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
753,9.521133745046512,2,261,64,0.0,114,0,0.5,9.521133745046512,1696112373,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
765,9.521133745046512,2,261,65,0.0,115,0,0.5,9.521133745046512,1696112374,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
776,9.521133745046512,2,261,66,0.0,116,0,0.5,9.521133745046512,1696112375,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
789,9.521133745046512,2,261,67,0.0,117,0,0.5,9.521133745046512,1696112376,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
800,9.521133745046512,2,261,68,0.0,119,0,0.5,9.521133745046512,1696112378,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
812,9.521133745046512,2,261,69,0.0,120,0,0.5,9.521133745046512,1696112379,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
823,9.521133745046512,2,261,70,0.0,121,0,0.5,9.521133745046512,1696112380,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
835,9.521133745046512,2,261,71,0.0,122,0,0.5,9.521133745046512,1696112381,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
847,9.521133745046512,2,261,72,0.0,123,0,0.5,9.521133745046512,1696112382,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
858,9.521133745046512,2,261,73,0.0,125,0,0.5,9.521133745046512,1696112384,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
870,9.521133745046512,2,261,74,0.0,126,0,0.5,9.521133745046512,1696112385,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
881,9.521133745046512,2,261,75,0.0,127,0,0.5,9.521133745046512,1696112386,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
893,9.521133745046512,2,261,76,0.0,128,0,0.5,9.521133745046512,1696112387,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
3,9.521133745046512,2,0,77,26.55,130,1,10.0,5.659972075387482,1696112389,0,165.0,0.0,5.66,0.0,96.0,0.0,0.0,3.86,,,,,,,
19,9.767559889289506,2,12,78,24.29,131,1,9.72,9.767559889289506,1696112390,0,0.0,1.0,5.66,0.0,96.0,0.0,1.0,3.86,93.53827598500357,0.0,261.0,261.0,0.0,2.790301587788988,1.0
29,9.60524409378986,2,24,79,23.59,132,1,9.44,9.60524409378986,1696112391,0,6.0,1.0,5.81,0.0,6.0,1.0,0.0,3.96,,,,,,,
41,9.622027263726713,2,33,80,22.33,133,1,8.93,9.622027263726713,1696112392,0,15.0,1.0,5.65,0.0,9.0,1.0,0.0,3.95,,,,,,,
52,9.57743884730014,2,45,81,21.28,134,1,8.51,9.57743884730014,1696112393,0,21.0,1.0,5.67,0.0,12.0,1.0,0.0,3.95,,,,,,,
64,9.655343373514672,2,60,82,19.85,136,1,7.94,9.655343373514672,1696112395,0,27.0,1.0,5.71,0.0,18.0,1.0,0.0,3.87,,,,,,,
76,9.66826573083252,2,69,83,18.61,137,1,7.44,9.66826573083252,1696112396,0,36.0,1.0,5.77,0.0,24.0,1.0,0.0,3.89,,,,,,,
88,9.68297235079283,2,81,84,17.35,138,1,6.94,9.68297235079283,1696112397,0,42.0,1.0,5.78,0.0,27.0,1.0,0.0,3.89,,,,,,,
100,9.713752013464841,2,93,85,16.06,139,1,6.43,9.713752013464841,1696112398,0,48.0,1.0,5.79,0.0,33.0,1.0,0.0,3.89,,,,,,,
112,9.739493150511102,2,105,86,14.79,140,1,5.92,9.739493150511102,1696112399,0,57.0,1.0,5.81,0.0,36.0,1.0,0.0,3.9,,,,,,,
124,9.74421311667852,2,120,87,13.57,142,1,5.43,9.74421311667852,1696112401,0,63.0,1.0,5.83,0.0,42.0,1.0,0.0,3.91,,,,,,,
136,9.761467342938271,2,129,88,12.32,143,1,4.93,9.761467342938271,1696112402,0,72.0,1.0,5.83,0.0,48.0,1.0,0.0,3.92,,,,,,,
148,9.777084024174485,2,141,89,11.07,144,1,4.43,9.777084024174485,1696112403,0,78.0,1.0,5.83,0.0,51.0,1.0,0.0,3.93,,,,,,,
160,9.788758086830006,2,156,90,9.83,145,1,3.93,9.788758086830006,1696112404,0,84.0,1.0,5.83,0.0,57.0,1.0,0.0,3.95,,,,,,,
172,9.793755595574131,2,165,91,8.61,147,1,3.44,9.793755595574131,1696112406,0,93.0,1.0,5.84,0.0,63.0,1.0,0.0,3.95,,,,,,,
183,9.782852419774358,2,177,92,7.41,148,1,2.97,9.782852419774358,1696112407,0,99.0,1.0,5.84,0.0,66.0,1.0,0.0,3.96,,,,,,,
195,9.782302811701872,2,189,93,6.2,149,1,2.48,9.782302811701872,1696112408,0,105.0,1.0,5.84,0.0,72.0,1.0,0.0,3.94,,,,,,,
207,9.775645385558677,2,201,94,4.99,150,1,2.0,9.775645385558677,1696112409,0,114.0,1.0,5.83,0.0,75.0,1.0,0.0,3.95,,,,,,,
219,9.774468753980674,2,213,95,3.78,151,1,1.51,9.774468753980674,1696112410,0,120.0,1.0,5.83,0.0,81.0,1.0,0.0,3.94,,,,,,,
231,9.768997523868547,2,225,96,2.57,153,1,1.03,9.768997523868547,1696112412,0,126.0,1.0,5.83,0.0,87.0,1.0,0.0,3.95,,,,,,,
243,9.781369599543057,2,237,97,1.35,154,1,0.54,9.781369599543057,1696112413,0,135.0,1.0,5.83,0.0,90.0,1.0,0.0,3.94,,,,,,,
255,9.796028799537467,2,249,98,0.13,155,1,0.5,9.796028799537467,1696112414,0,141.0,1.0,5.84,0.0,96.0,1.0,0.0,3.94,,,,,,,
267,9.80397649778291,2,258,99,0.0,156,1,0.5,9.80397649778291,1696112415,0,150.0,1.0,5.85,0.0,99.0,1.0,0.0,3.94,,,,,,,
279,9.80397649778291,2,258,100,0.0,157,1,0.5,9.80397649778291,1696112416,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
291,9.80397649778291,2,258,101,0.0,159,1,0.5,9.80397649778291,1696112418,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
302,9.80397649778291,2,258,102,0.0,160,1,0.5,9.80397649778291,1696112419,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
314,9.80397649778291,2,258,103,0.0,161,1,0.5,9.80397649778291,1696112420,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
326,9.80397649778291,2,258,104,0.0,162,1,0.5,9.80397649778291,1696112421,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
338,9.80397649778291,2,258,105,0.0,164,1,0.5,9.80397649778291,1696112423,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
350,9.80397649778291,2,258,106,0.0,165,1,0.5,9.80397649778291,1696112424,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
362,9.80397649778291,2,258,107,0.0,166,1,0.5,9.80397649778291,1696112425,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
374,9.80397649778291,2,258,108,0.0,167,1,0.5,9.80397649778291,1696112426,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
386,9.80397649778291,2,258,109,0.0,168,1,0.5,9.80397649778291,1696112427,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
398,9.80397649778291,2,258,110,0.0,170,1,0.5,9.80397649778291,1696112429,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
410,9.80397649778291,2,258,111,0.0,171,1,0.5,9.80397649778291,1696112430,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
421,9.80397649778291,2,258,112,0.0,172,1,0.5,9.80397649778291,1696112431,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
433,9.80397649778291,2,258,113,0.0,173,1,0.5,9.80397649778291,1696112432,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
445,9.80397649778291,2,258,114,0.0,174,1,0.5,9.80397649778291,1696112433,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
457,9.80397649778291,2,258,115,0.0,176,1,0.5,9.80397649778291,1696112435,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
469,9.80397649778291,2,258,116,0.0,177,1,0.5,9.80397649778291,1696112436,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
481,9.80397649778291,2,258,117,0.0,178,1,0.5,9.80397649778291,1696112437,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
493,9.80397649778291,2,258,118,0.0,179,1,0.5,9.80397649778291,1696112438,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
505,9.80397649778291,2,258,119,0.0,181,1,0.5,9.80397649778291,1696112440,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
517,9.80397649778291,2,258,120,0.0,182,1,0.5,9.80397649778291,1696112441,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
528,9.80397649778291,2,258,121,0.0,183,1,0.5,9.80397649778291,1696112442,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
540,9.80397649778291,2,258,122,0.0,184,1,0.5,9.80397649778291,1696112443,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
552,9.80397649778291,2,258,123,0.0,185,1,0.5,9.80397649778291,1696112444,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
564,9.80397649778291,2,258,124,0.0,187,1,0.5,9.80397649778291,1696112446,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
576,9.80397649778291,2,258,125,0.0,188,1,0.5,9.80397649778291,1696112447,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
588,9.80397649778291,2,258,126,0.0,189,1,0.5,9.80397649778291,1696112448,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
600,9.80397649778291,2,258,127,0.0,190,1,0.5,9.80397649778291,1696112449,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
612,9.80397649778291,2,258,128,0.0,191,1,0.5,9.80397649778291,1696112450,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
624,9.80397649778291,2,258,129,0.0,193,1,0.5,9.80397649778291,1696112452,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
636,9.80397649778291,2,258,130,0.0,194,1,0.5,9.80397649778291,1696112453,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
648,9.80397649778291,2,258,131,0.0,195,1,0.5,9.80397649778291,1696112454,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
659,9.80397649778291,2,258,132,0.0,196,1,0.5,9.80397649778291,1696112455,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
671,9.80397649778291,2,258,133,0.0,198,1,0.5,9.80397649778291,1696112457,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
683,9.80397649778291,2,258,134,0.0,199,1,0.5,9.80397649778291,1696112458,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
695,9.80397649778291,2,258,135,0.0,200,1,0.5,9.80397649778291,1696112459,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
707,9.80397649778291,2,258,136,0.0,201,1,0.5,9.80397649778291,1696112460,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
719,9.80397649778291,2,258,137,0.0,202,1,0.5,9.80397649778291,1696112461,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
731,9.80397649778291,2,258,138,0.0,204,1,0.5,9.80397649778291,1696112463,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
743,9.80397649778291,2,258,139,0.0,205,1,0.5,9.80397649778291,1696112464,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
755,9.80397649778291,2,258,140,0.0,206,1,0.5,9.80397649778291,1696112465,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
767,9.80397649778291,2,258,141,0.0,207,1,0.5,9.80397649778291,1696112466,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
778,9.80397649778291,2,258,142,0.0,208,1,0.5,9.80397649778291,1696112467,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
790,9.80397649778291,2,258,143,0.0,210,1,0.5,9.80397649778291,1696112469,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
803,9.80397649778291,2,258,144,0.0,211,1,0.5,9.80397649778291,1696112470,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
815,9.80397649778291,2,258,145,0.0,212,1,0.5,9.80397649778291,1696112471,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
827,9.80397649778291,2,258,146,0.0,213,1,0.5,9.80397649778291,1696112472,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
838,9.80397649778291,2,258,147,0.0,215,1,0.5,9.80397649778291,1696112474,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
850,9.80397649778291,2,258,148,0.0,216,1,0.5,9.80397649778291,1696112475,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
862,9.80397649778291,2,258,149,0.0,217,1,0.5,9.80397649778291,1696112476,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
874,9.80397649778291,2,258,150,0.0,218,1,0.5,9.80397649778291,1696112477,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
886,9.80397649778291,2,258,151,0.0,219,1,0.5,9.80397649778291,1696112478,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
898,9.80397649778291,2,258,152,0.0,221,1,0.5,9.80397649778291,1696112480,0,153.0,1.0,5.84,0.0,105.0,1.0,0.0,3.96,,,,,,,
